time [sec],V [mV],I [mA]
49:39.2,3189.52,1.961
49:39.2,3194.952,-563.285
49:39.2,3200.423,-1041.495
49:39.2,3205.3,-1418.965
49:39.3,3208.853,-1658.142
49:39.3,3211.91,-1807.279
49:39.6,3215.008,-1747.513
49:40.1,3218.018,-1747.612
49:40.7,3221.033,-1747.821
49:41.5,3224.127,-1747.512
49:42.4,3227.161,-1747.902
49:43.3,3230.263,-1748.071
49:44.2,3233.325,-1747.789
49:45.1,3236.412,-1747.682
49:46.3,3239.423,-1747.976
49:47.2,3242.46,-1747.772
49:48.2,3245.542,-1747.967
49:49.4,3248.551,-1747.774
49:50.3,3251.638,-1748.043
49:51.5,3254.693,-1747.475
49:52.7,3257.695,-1747.608
49:53.7,3260.709,-1747.61
49:54.9,3263.747,-1748.284
49:56.0,3266.758,-1748.154
49:57.2,3269.81,-1747.687
49:58.6,3272.874,-1747.99
49:59.6,3275.919,-1747.56
50:01.0,3278.927,-1747.624
50:02.2,3282.078,-1747.889
50:03.6,3285.125,-1748.111
50:05.1,3288.139,-1748.037
50:06.2,3291.172,-1747.922
50:07.7,3294.205,-1747.698
50:09.1,3297.241,-1747.788
50:10.6,3300.312,-1747.81
50:11.8,3303.323,-1748.085
50:13.5,3306.327,-1748.488
50:14.8,3309.374,-1748.181
50:16.4,3312.43,-1747.767
50:17.9,3315.491,-1748.214
50:19.4,3318.537,-1747.85
50:20.9,3321.566,-1747.918
50:22.6,3324.582,-1748.064
50:24.1,3327.585,-1747.928
50:25.6,3330.617,-1747.302
50:27.4,3333.712,-1747.329
50:29.1,3336.716,-1748.171
50:30.8,3339.731,-1748.055
50:32.4,3342.765,-1748.287
50:34.2,3345.771,-1747.772
50:36.0,3348.822,-1748.344
50:37.8,3351.837,-1747.865
50:39.7,3354.857,-1748.057
50:41.4,3357.873,-1747.816
50:43.2,3360.92,-1747.836
50:45.1,3363.921,-1748.04
50:47.0,3366.994,-1747.864
50:49.0,3370.0,-1747.884
50:50.9,3373.039,-1747.712
50:52.7,3376.136,-1747.813
50:54.8,3379.161,-1748.028
50:56.9,3382.188,-1748.105
50:58.9,3385.191,-1747.145
51:01.0,3388.239,-1747.695
51:03.0,3391.346,-1748.266
51:05.1,3394.361,-1747.905
51:07.3,3397.418,-1748.128
51:09.5,3400.429,-1747.788
51:11.6,3403.46,-1748.017
51:14.0,3406.477,-1747.983
51:16.1,3409.528,-1748.436
51:18.5,3412.591,-1747.761
51:20.7,3415.593,-1747.828
51:23.2,3418.614,-1747.719
51:25.3,3421.622,-1747.84
51:27.8,3424.644,-1748.084
51:30.3,3427.715,-1747.851
51:32.6,3430.77,-1747.971
