time [sec],V [mV],I [mA]
6497.56,3201.505661,4.418046
6497.60,3204.597712,-309.222132
6497.62,3209.919453,-788.366437
6497.64,3215.404510,-1231.107116
6497.66,3219.742298,-1545.492887
6497.69,3223.750591,-1776.335835
6497.88,3226.816893,-1744.989157
6498.29,3229.824543,-1748.568416
6498.90,3232.838869,-1748.681188
6499.70,3235.896587,-1748.287439
6500.58,3238.911629,-1749.169469
6501.45,3241.929054,-1749.082327
6502.36,3244.984388,-1748.534322
6503.45,3248.001575,-1749.105930
6504.41,3251.012802,-1749.402761
6505.39,3254.013062,-1748.934388
6506.52,3257.024050,-1749.481082
6507.57,3260.026932,-1748.902082
6508.75,3263.028860,-1749.013662
6509.84,3266.037703,-1749.258876
6510.98,3269.123554,-1749.446511
6512.15,3272.147894,-1748.569489
6513.37,3275.192976,-1748.981595
6514.56,3278.199196,-1748.480797
6515.83,3281.237125,-1748.868823
6517.05,3284.267426,-1748.425245
6518.29,3287.289143,-1749.017954
6519.51,3290.292978,-1748.923302
6521.05,3293.432236,-1749.482512
6522.34,3296.468735,-1748.857498
6523.61,3299.508095,-1748.924017
6525.00,3302.522182,-1749.164462
6526.49,3305.550814,-1749.317527
6527.91,3308.596849,-1749.269485
6529.27,3311.649799,-1749.093175
6530.74,3314.702272,-1748.861551
6532.30,3317.714453,-1749.154091
6533.68,3320.716143,-1749.197245
6535.29,3323.760986,-1748.841763
6536.90,3326.835155,-1749.103665
6538.36,3329.845667,-1749.127507
6540.05,3332.859755,-1748.963475
6541.64,3335.890770,-1749.013901
6543.19,3338.891029,-1748.747826
6544.79,3341.907024,-1749.026418
6546.41,3344.912529,-1748.865247
6548.27,3347.985029,-1748.957515
6549.92,3351.045370,-1749.172688
6551.79,3354.072094,-1749.190807
6553.48,3357.135057,-1748.893499
6555.32,3360.170841,-1748.968244
6557.25,3363.206148,-1748.701096
6559.07,3366.207123,-1748.926997
6560.84,3369.213104,-1748.701334
6562.81,3372.256517,-1748.475671
6564.66,3375.257254,-1748.444200
6566.70,3378.291607,-1749.326587
6568.56,3381.309509,-1749.202132
6570.55,3384.338856,-1749.349356
6572.43,3387.368441,-1748.958826
6574.41,3390.383720,-1748.898268
6576.52,3393.414259,-1749.380827
6578.51,3396.424055,-1749.386907
6580.80,3399.481535,-1748.799562
6583.11,3402.506351,-1749.471068
6585.28,3405.519009,-1748.864293
6587.39,3408.572435,-1748.885512
6589.56,3411.606550,-1749.037266
6591.85,3414.617300,-1749.341130
6594.05,3417.667389,-1748.654246
6596.55,3420.697689,-1749.280930
6598.98,3423.737764,-1748.870134
6601.43,3426.782608,-1748.760700
6603.72,3429.820061,-1748.586535
6606.10,3432.837009,-1749.564171
6608.80,3435.890675,-1748.516679
6611.08,3438.936234,-1749.389052
6613.59,3441.960335,-1748.940349
6616.11,3445.019245,-1748.486876
6618.73,3448.040009,-1748.995543
6621.38,3451.048136,-1749.073029
6623.92,3454.103708,-1748.973012
6626.76,3457.145214,-1749.430776
6629.59,3460.206509,-1748.673439
6632.18,3463.229418,-1748.863220
6635.13,3466.258526,-1749.122977
6637.85,3469.307184,-1749.469876
6640.80,3472.318411,-1749.330640
6643.29,3475.328445,-1748.994231
6646.56,3478.355408,-1748.680592
6649.36,3481.368303,-1748.526216
