time [sec],V [mV],I [mA]
8176.72,3200.475216,2.055981
8176.76,3203.722954,-315.461874
8176.78,3209.190607,-794.683635
8176.80,3214.865208,-1235.709429
8176.82,3219.492197,-1548.117995
8176.84,3222.647667,-1727.293730
8176.88,3225.693703,-1822.726011
8177.15,3228.708982,-1747.960567
8177.75,3231.765985,-1748.136044
8178.35,3234.790325,-1748.147726
8179.15,3237.856865,-1748.424888
8180.02,3240.887403,-1748.390913
8180.88,3243.946791,-1748.480558
8181.82,3246.953011,-1748.286843
8182.79,3249.981642,-1748.362899
8183.89,3252.995253,-1748.358607
8184.76,3256.031275,-1748.390198
8185.84,3259.051561,-1748.461962
8186.93,3262.071609,-1748.609185
8188.02,3265.113592,-1748.576760
8189.04,3268.126726,-1748.608470
8190.17,3271.167040,-1748.276472
8191.21,3274.224758,-1747.976184
8192.45,3277.273893,-1748.239398
8193.62,3280.303955,-1748.162150
8194.80,3283.325195,-1748.325825
8196.05,3286.419153,-1748.584151
8197.27,3289.443731,-1748.304605
8198.43,3292.479515,-1748.622060
8199.80,3295.559168,-1748.180270
8201.10,3298.651218,-1748.472214
8202.35,3301.710129,-1748.360753
8203.68,3304.724932,-1748.432517
8205.10,3307.732344,-1748.207211
8206.27,3310.732365,-1748.342276
8207.73,3313.747406,-1748.758316
8209.14,3316.780090,-1748.361468
8210.58,3319.780350,-1748.396158
8211.95,3322.784185,-1748.308897
8213.50,3325.806856,-1748.837709
8214.92,3328.856707,-1748.554111
8216.41,3331.869602,-1748.102903
8217.81,3334.927320,-1748.477459
8219.55,3337.984324,-1747.923136
8221.05,3341.006756,-1748.363972
8222.67,3344.016314,-1748.489022
8224.19,3347.072601,-1748.417974
8225.83,3350.129604,-1748.449087
8227.70,3353.250980,-1748.512387
8229.35,3356.255293,-1748.730183
8231.03,3359.280586,-1748.323321
8232.65,3362.291813,-1748.491049
8234.58,3365.315437,-1748.584032
8236.06,3368.325710,-1748.158336
8238.00,3371.356010,-1748.622894
8239.73,3374.405384,-1748.426795
8241.62,3377.410889,-1748.430014
8243.44,3380.415201,-1748.350501
8245.14,3383.423567,-1748.437047
8247.10,3386.461973,-1748.550296
8248.93,3389.466047,-1748.285174
8250.99,3392.493486,-1748.532057
8252.96,3395.500660,-1748.551965
8254.99,3398.529530,-1748.629808
8256.99,3401.541233,-1748.619318
8258.98,3404.547215,-1748.572111
8260.98,3407.598734,-1748.676658
8263.26,3410.604477,-1748.393536
8265.39,3413.607121,-1748.249769
8267.48,3416.614056,-1748.313427
8269.55,3419.628382,-1748.360395
8271.81,3422.636509,-1748.524189
8274.15,3425.702333,-1748.707891
8276.27,3428.712130,-1748.513699
8278.60,3431.765795,-1748.411298
8280.92,3434.815645,-1748.376727
8283.21,3437.862396,-1748.620749
8285.56,3440.881014,-1748.471737
