time [sec],V [mV],I [mA]
49:53.2,3190.423,4.332
49:53.2,3193.63,-306.592
49:53.2,3198.866,-785.617
49:53.3,3204.295,-1229.093
49:53.3,3208.575,-1544.354
49:53.3,3212.265,-1775.55
49:53.5,3215.276,-1744.744
49:54.0,3218.304,-1748.144
49:54.6,3221.352,-1748.898
49:55.4,3224.396,-1748.446
49:56.2,3227.427,-1750.028
49:57.1,3230.496,-1747.958
49:58.0,3233.521,-1748.909
49:59.1,3236.544,-1748.55
49:59.9,3239.62,-1747.356
50:01.0,3242.633,-1749.22
50:02.0,3245.729,-1748.327
50:03.1,3248.779,-1748.422
50:04.2,3251.783,-1748.676
50:05.3,3254.821,-1749.948
50:06.4,3257.843,-1747.258
50:07.6,3260.854,-1748.671
50:08.6,3263.926,-1748.772
50:10.0,3266.978,-1747.96
50:11.1,3269.984,-1748.385
50:12.4,3273.076,-1748.23
50:13.6,3276.098,-1749.278
50:14.8,3279.125,-1749.126
50:16.3,3282.163,-1748.497
50:17.5,3285.207,-1748.76
50:18.8,3288.237,-1748.363
50:20.2,3291.242,-1748.461
50:21.5,3294.261,-1748.712
50:22.9,3297.303,-1748.289
50:24.4,3300.308,-1749.081
50:25.7,3303.334,-1748.332
50:27.1,3306.381,-1748.051
50:28.7,3309.387,-1748.596
50:30.2,3312.455,-1748.702
50:31.6,3315.464,-1748.559
50:33.3,3318.502,-1748.286
50:34.8,3321.528,-1748.332
50:36.3,3324.531,-1748.748
50:37.7,3327.549,-1748.439
50:39.6,3330.555,-1748.296
50:41.3,3333.625,-1748.437
50:42.8,3336.627,-1748.6
50:44.7,3339.708,-1748.425
50:46.4,3342.717,-1748.611
50:48.0,3345.738,-1748.904
50:49.8,3348.78,-1748.246
50:51.6,3351.799,-1748.494
50:53.4,3354.828,-1748.325
50:55.1,3357.846,-1748.742
50:57.2,3360.889,-1748.747
50:59.1,3363.944,-1748.448
51:00.9,3366.99,-1748.597
51:02.9,3370.014,-1748.192
51:04.9,3373.058,-1748.38
51:06.7,3376.07,-1748.698
51:08.8,3379.132,-1748.743
51:10.9,3382.173,-1748.478
51:13.0,3385.189,-1748.885
51:14.8,3388.212,-1748.426
51:17.1,3391.225,-1748.406
51:19.4,3394.292,-1748.629
51:21.3,3397.35,-1748.518
51:23.6,3400.368,-1748.581
51:26.0,3403.376,-1748.561
51:28.0,3406.425,-1748.231
51:30.4,3409.496,-1748.454
51:32.5,3412.513,-1748.546
51:34.9,3415.525,-1748.539
51:37.3,3418.547,-1748.529
51:39.8,3421.577,-1748.495
51:42.1,3424.643,-1748.802
51:44.7,3427.698,-1748.794
51:47.1,3430.704,-1748.902
51:49.7,3433.717,-1748.501
51:52.3,3436.732,-1748.634
51:54.7,3439.734,-1748.489
51:57.4,3442.815,-1748.444
51:59.9,3445.827,-1748.556
52:02.6,3448.855,-1748.587
52:05.4,3451.885,-1748.991
52:07.9,3454.893,-1748.472
52:10.7,3457.9,-1748.852
52:13.5,3460.915,-1748.978
52:16.3,3463.984,-1748.651
52:19.3,3467.0,-1748.371
52:21.9,3470.066,-1748.54
52:25.0,3473.069,-1748.799
52:28.1,3476.073,-1749.021
52:30.9,3479.112,-1748.813
52:33.6,3482.145,-1748.387
52:37.1,3485.152,-1748.312
52:40.2,3488.176,-1748.78
52:43.2,3491.188,-1748.453
52:46.5,3494.201,-1748.937
52:49.6,3497.238,-1748.441
52:52.6,3500.283,-1748.834
52:55.7,3503.288,-1748.718
52:59.4,3506.329,-1748.809
53:02.8,3509.34,-1748.401
53:06.1,3512.347,-1749.014
53:09.3,3515.389,-1748.574
53:12.8,3518.413,-1748.924
53:16.3,3521.456,-1748.728
53:19.8,3524.479,-1748.431
53:23.5,3527.483,-1748.24
53:26.8,3530.532,-1748.347
53:30.8,3533.631,-1748.916
53:34.5,3536.66,-1748.469
53:38.1,3539.712,-1748.834
53:42.0,3542.772,-1748.42
53:45.9,3545.792,-1748.418
53:49.5,3548.797,-1747.992
53:53.5,3551.799,-1748.731
53:56.9,3554.801,-1747.93
54:01.2,3557.818,-1748.321
54:04.7,3560.827,-1749.09
54:09.0,3563.852,-1748.517
54:13.3,3566.861,-1748.511
54:17.4,3569.885,-1748.631
54:21.5,3572.908,-1748.124
54:25.8,3575.913,-1748.511
54:29.9,3578.919,-1748.901
54:34.7,3581.927,-1748.643
54:38.7,3584.927,-1748.194
54:42.4,3587.942,-1748.921
54:47.1,3590.956,-1748.154
54:51.8,3593.971,-1748.193
54:56.5,3596.985,-1747.621
55:01.0,3599.985,-1747.612
55:05.4,3602.99,-1749.416
55:10.2,3606.037,-1748.596
55:15.2,3609.043,-1749.164
55:19.9,3612.086,-1747.844
55:24.8,3615.111,-1749.449
55:29.7,3618.156,-1748.581
55:34.6,3621.239,-1748.802
55:39.8,3624.291,-1749.352
55:45.0,3627.297,-1749.02
55:50.2,3630.355,-1748.666
55:55.5,3633.404,-1748.624
56:00.4,3636.471,-1748.718
56:06.0,3639.499,-1749.272
56:11.3,3642.533,-1748.285
56:17.0,3645.537,-1748.77
56:23.1,3648.546,-1748.753
56:28.4,3651.622,-1749.428
56:34.2,3654.631,-1749.221
56:40.2,3657.673,-1748.542
56:45.8,3660.711,-1747.94
56:51.9,3663.765,-1748.097
56:57.8,3666.773,-1748.636
57:03.9,3669.791,-1748.505
57:10.1,3672.804,-1748.68
57:16.6,3675.843,-1748.362
57:23.1,3678.845,-1748.585
57:29.3,3681.903,-1748.849
57:35.6,3684.928,-1748.061
57:42.0,3687.938,-1748.765
57:49.3,3690.952,-1748.193
57:55.7,3693.962,-1748.451
58:03.3,3696.97,-1748.609
58:09.8,3699.973,-1748.271
58:16.7,3702.986,-1748.655
58:24.5,3706.015,-1748.236
58:32.2,3709.038,-1748.786
58:40.4,3712.092,-1748.546
58:47.8,3715.097,-1748.912
58:56.0,3718.098,-1748.208
59:04.6,3721.135,-1748.475
59:14.0,3724.161,-1748.606
59:21.4,3727.17,-1748.182
59:31.6,3730.213,-1748.273
59:41.3,3733.214,-1748.719
59:51.5,3736.214,-1748.523
00:01.4,3739.221,-1748.525
00:12.2,3742.249,-1748.704
00:23.7,3745.258,-1748.907
00:37.9,3748.296,-1748.546
00:51.3,3751.356,-1748.486
01:05.6,3754.374,-1748.799
01:24.0,3757.433,-1748.729
01:44.4,3760.504,-1748.355
02:07.8,3763.532,-1748.008
02:32.1,3766.56,-1748.422
03:00.6,3769.567,-1748.475
03:31.5,3772.607,-1748.542
04:03.9,3775.671,-1748.896
04:38.1,3778.672,-1748.599
05:10.9,3781.676,-1748.566
05:46.2,3784.689,-1748.234
06:18.4,3787.729,-1748.524
06:56.6,3790.802,-1748.477
07:35.8,3793.843,-1748.4
08:13.2,3796.886,-1748.444
08:47.8,3799.894,-1748.777
09:23.8,3802.99,-1748.228
10:01.6,3806.009,-1748.388
10:40.3,3809.03,-1748.648
11:15.4,3812.075,-1748.675
11:49.5,3815.097,-1748.523
12:26.7,3818.109,-1748.506
13:00.8,3821.119,-1748.342
13:33.0,3824.127,-1748.571
14:11.2,3827.152,-1748.543
14:43.6,3830.157,-1748.305
15:16.2,3833.2,-1748.602
15:49.4,3836.244,-1748.582
16:22.4,3839.262,-1747.641
16:56.0,3842.314,-1748.86
17:28.4,3845.326,-1748.352
17:57.4,3848.346,-1748.689
18:31.8,3851.35,-1748.883
19:02.5,3854.396,-1748.882
19:34.3,3857.405,-1748.681
20:05.9,3860.413,-1748.36
20:36.6,3863.417,-1747.918
21:10.8,3866.445,-1748.289
21:41.4,3869.457,-1748.389
22:14.6,3872.485,-1748.337
22:50.6,3875.507,-1748.659
23:24.0,3878.521,-1748.617
23:59.1,3881.58,-1748.615
24:34.0,3884.608,-1748.575
25:11.1,3887.608,-1748.497
25:48.1,3890.609,-1748.896
26:25.0,3893.617,-1748.383
27:00.1,3896.683,-1748.869
27:39.2,3899.714,-1747.702
28:19.2,3902.717,-1748.468
28:53.0,3905.732,-1748.263
29:33.5,3908.784,-1748.273
30:13.3,3911.84,-1748.801
30:55.0,3914.877,-1748.268
31:36.6,3917.901,-1748.269
32:18.2,3920.955,-1748.031
33:03.6,3923.972,-1748.744
33:49.6,3926.993,-1748.61
34:32.0,3930.032,-1749.424
35:21.9,3933.064,-1748.24
36:13.0,3936.082,-1748.957
36:59.2,3939.107,-1748.538
37:56.2,3942.183,-1748.416
38:50.1,3945.196,-1747.796
39:44.7,3948.198,-1747.814
40:39.5,3951.219,-1748.214
41:26.9,3954.327,-1748.077
42:26.9,3956.953,-1747.329
43:11.6,3959.953,-1748.268
44:02.3,3962.955,-1748.818
44:53.2,3966.016,-1749.387
45:40.4,3969.024,-1748.538
46:30.0,3972.04,-1748.477
47:15.3,3975.044,-1748.557
48:01.7,3978.105,-1748.389
48:48.2,3981.106,-1747.465
49:29.0,3984.135,-1748.378
50:11.7,3987.148,-1748.708
50:53.2,3990.155,-1748.283
51:32.6,3993.156,-1748.324
52:15.1,3996.195,-1748.807
52:51.4,3999.226,-1748.491
53:32.7,4002.265,-1748.531
54:13.1,4005.302,-1748.199
54:53.0,4008.307,-1748.707
55:30.0,4011.354,-1748.171
56:12.2,4014.389,-1748.475
56:52.8,4017.393,-1748.758
57:31.6,4020.421,-1748.236
58:14.2,4023.467,-1748.641
58:56.2,4026.471,-1748.174
59:39.1,4029.482,-1748.222
00:26.6,4032.493,-1748.282
01:07.1,4035.518,-1748.562
02:01.7,4038.541,-1748.599
02:51.1,4041.556,-1748.45
03:42.4,4044.593,-1748.585
04:38.8,4047.605,-1748.317
05:38.8,4050.055,-1748.268
06:33.6,4053.055,-1748.389
07:33.6,4055.859,-1748.668
08:33.6,4058.066,-1748.061
09:33.6,4061.09,-1748.845
10:33.6,4063.25,-1748.461
11:33.6,4065.338,-1748.616
12:33.6,4067.953,-1748.766
13:33.6,4070.402,-1748.219
14:33.6,4072.55,-1748.169
15:33.6,4074.819,-1748.502
16:33.6,4077.055,-1748.96
17:33.6,4079.14,-1749.481
18:33.6,4081.466,-1748.237
19:33.6,4083.97,-1748.421
20:33.6,4085.886,-1749.775
21:33.6,4087.861,-1748.256
22:33.6,4090.098,-1748.663
23:33.6,4092.579,-1749.035
24:33.6,4094.142,-1747.553
25:29.5,4097.158,-1748.145
26:29.5,4099.11,-1748.243
27:29.5,4101.218,-1748.701
28:29.5,4103.728,-1748.495
29:29.5,4105.827,-1748.516
30:28.5,4108.831,-1748.333
31:28.5,4110.97,-1748.021
32:28.5,4113.095,-1748.549
33:22.2,4116.119,-1748.938
34:22.2,4118.103,-1748.063
35:12.3,4121.122,-1748.25
36:12.3,4123.322,-1748.601
37:12.3,4126.112,-1748.2
38:08.6,4129.112,-1748.317
39:08.6,4131.341,-1748.395
40:03.2,4134.352,-1748.495
41:03.2,4136.95,-1748.716
41:57.5,4140.0,-1748.721
42:57.1,4143.033,-1748.348
43:54.7,4146.035,-1748.588
44:44.9,4149.052,-1748.734
45:39.1,4152.118,-1748.767
46:31.1,4155.123,-1748.526
47:19.1,4158.13,-1748.747
48:05.3,4161.197,-1748.39
48:52.4,4164.248,-1748.354
49:37.3,4167.258,-1748.677
50:13.7,4170.315,-1748.297
50:50.8,4173.357,-1749.164
51:30.9,4176.382,-1747.894
52:06.7,4179.389,-1749.023
52:39.6,4182.399,-1747.287
53:16.6,4185.409,-1748.719
53:46.5,4188.47,-1748.466
54:18.3,4191.472,-1748.658
54:47.1,4194.563,-1748.664
55:13.0,4197.569,-1748.345
55:29.5,4198.547,-1748.033
55:29.5,4198.364,-1716.156
55:29.5,4194.013,-1156.662
55:29.6,4189.778,-676.133
55:29.6,4186.218,-303.515
55:29.6,4182.824,-2.056
55:29.9,4179.791,3.031
55:31.6,4176.755,2.999
55:35.0,4173.697,3.607
55:40.2,4170.684,3.754
55:47.1,4167.637,2.924
55:55.9,4164.637,3.137
56:09.6,4161.633,3.442
56:27.4,4158.628,3.261
56:51.8,4155.597,3.614
57:30.8,4152.467,3.335
58:26.9,4149.388,3.355
59:26.9,4147.854,3.436
00:26.9,4146.238,3.33
01:26.9,4144.574,3.049
02:26.9,4144.042,3.317
03:26.9,4142.997,3.515
04:26.9,4142.311,3.417
05:26.9,4141.483,3.233
05:29.5,4141.493,3.53
05:29.5,4141.48,3.544
05:29.6,4136.452,604.058
05:29.6,4132.171,1076.669
05:29.6,4128.482,1443.019
05:29.6,4124.998,1740.499
05:30.0,4121.976,1749.098
05:31.9,4118.891,1749.54
05:35.8,4115.89,1749.389
05:41.1,4112.876,1749.96
05:48.0,4109.848,1749.774
05:56.0,4106.847,1749.478
06:05.5,4103.808,1749.828
06:17.7,4100.808,1749.778
06:31.7,4097.766,1749.733
06:47.5,4094.721,1749.491
07:05.8,4091.717,1749.7
07:25.3,4088.704,1749.811
07:46.8,4085.684,1749.853
08:10.4,4082.672,1749.649
08:32.9,4079.574,1749.656
09:00.7,4076.56,1749.759
09:27.3,4073.543,1750.029
09:55.5,4070.516,1749.641
10:23.3,4067.512,1750.092
10:51.9,4064.501,1749.633
11:19.4,4061.468,1749.737
11:50.2,4058.465,1749.621
12:17.8,4055.448,1749.971
12:48.2,4052.415,1749.421
13:13.6,4049.408,1749.696
13:40.5,4046.393,1749.979
14:09.8,4043.391,1749.822
14:36.7,4040.379,1750.189
15:03.3,4037.348,1749.953
15:33.2,4034.325,1749.997
15:59.6,4031.317,1750.313
16:26.7,4028.29,1749.441
16:57.6,4025.265,1749.923
17:29.2,4022.261,1749.656
18:02.8,4019.248,1749.743
18:32.7,4016.24,1750.086
19:08.2,4013.174,1749.782
19:48.2,4010.169,1749.641
20:31.8,4007.166,1749.727
21:16.5,4004.118,1749.716
22:09.8,4001.117,1749.913
23:02.2,3998.045,1749.773
24:02.2,3995.759,1749.901
24:54.7,3992.672,1749.537
25:54.7,3990.543,1749.874
26:54.7,3987.828,1749.791
27:54.7,3985.729,1749.733
28:54.7,3983.168,1749.541
29:54.7,3980.928,1749.906
30:54.8,3978.691,1749.833
31:54.7,3977.046,1749.546
32:54.8,3974.848,1749.938
33:54.7,3972.604,1749.86
34:54.8,3970.652,1750.093
35:54.7,3968.781,1749.806
36:54.7,3966.697,1749.568
37:54.7,3964.643,1749.884
38:54.7,3962.319,1749.841
39:54.7,3960.429,1749.717
40:54.7,3958.625,1750.158
41:54.7,3956.435,1749.799
42:54.7,3954.176,1749.624
43:54.8,3951.41,1749.979
44:54.7,3949.14,1749.372
45:54.8,3947.005,1750.141
46:54.8,3944.422,1749.938
47:54.3,3941.397,1749.573
48:54.3,3939.316,1749.738
49:52.2,3936.295,1750.024
50:52.2,3933.784,1749.994
51:41.8,3930.764,1749.81
52:40.3,3927.761,1749.962
53:34.8,3924.758,1749.376
54:29.8,3921.756,1749.581
55:17.2,3918.747,1749.798
56:11.2,3915.746,1749.75
57:01.1,3912.694,1749.787
57:49.7,3909.68,1749.848
58:36.0,3906.604,1749.331
59:20.1,3903.564,1749.785
00:05.5,3900.564,1750.038
00:45.1,3897.548,1749.521
01:30.5,3894.531,1749.898
02:12.0,3891.438,1749.874
02:55.0,3888.404,1749.745
03:39.1,3885.404,1749.327
04:18.1,3882.381,1749.737
05:00.0,3879.376,1749.656
05:40.7,3876.311,1749.479
06:24.8,3873.275,1749.935
07:05.8,3870.27,1749.757
07:45.9,3867.258,1749.802
08:32.3,3864.242,1749.679
09:11.2,3861.241,1749.838
09:54.9,3858.227,1749.674
10:38.8,3855.208,1749.904
11:22.1,3852.182,1749.774
12:06.0,3849.155,1749.675
12:50.3,3846.102,1749.463
13:37.0,3843.084,1749.709
14:23.9,3840.08,1750.118
15:11.3,3837.077,1750.048
15:58.0,3834.069,1749.571
16:47.0,3831.069,1749.738
17:35.7,3828.054,1749.6
18:24.3,3825.052,1749.642
19:12.6,3822.041,1749.769
20:05.1,3819.006,1749.573
20:55.4,3816.004,1749.732
21:48.0,3812.981,1749.542
22:37.6,3809.971,1750.055
23:31.3,3806.913,1749.215
24:22.8,3803.9,1749.707
25:17.1,3800.899,1749.792
26:09.2,3797.897,1749.962
27:01.3,3794.854,1749.785
27:55.3,3791.827,1750.27
28:45.4,3788.825,1749.839
29:34.1,3785.824,1749.935
30:25.6,3782.786,1749.585
31:14.8,3779.752,1749.889
32:02.1,3776.727,1749.152
32:50.3,3773.666,1750.077
33:39.1,3770.618,1749.846
34:24.4,3767.601,1749.599
35:05.9,3764.579,1749.945
35:49.6,3761.575,1749.732
36:32.6,3758.54,1749.388
37:11.8,3755.539,1749.429
37:53.3,3752.531,1750.015
38:32.0,3749.527,1750.179
39:10.6,3746.526,1749.64
39:48.0,3743.511,1749.609
40:27.1,3740.506,1749.685
41:03.0,3737.458,1749.825
41:41.5,3734.45,1749.676
42:16.1,3731.367,1749.915
42:51.3,3728.361,1749.854
43:26.5,3725.354,1749.826
43:57.7,3722.345,1749.324
44:31.8,3719.339,1749.819
45:06.3,3716.337,1750.062
45:37.3,3713.336,1749.197
46:13.3,3710.327,1749.772
46:47.3,3707.319,1749.901
47:24.3,3704.266,1749.971
48:03.3,3701.236,1749.833
48:41.1,3698.204,1749.812
49:21.5,3695.203,1749.756
50:04.6,3692.2,1749.758
