time [sec],V [mV],I [mA]
2 01:20:17.13,3195.691,4.221
2 01:20:17.18,3200.765,-538.839
2 01:20:17.20,3206.205,-1019.029
2 01:20:17.22,3211.117,-1402.928
2 01:20:17.24,3214.654,-1648.882
2 01:20:17.27,3217.687,-1804.965
2 01:20:17.57,3220.715,-1747.951
2 01:20:18.12,3223.722,-1748.267
2 01:20:18.83,3226.852,-1748.387
2 01:20:19.55,3229.871,-1748.792
2 01:20:20.51,3232.875,-1748.781
2 01:20:21.32,3235.895,-1748.407
2 01:20:22.31,3238.899,-1748.617
2 01:20:23.20,3241.946,-1748.682
2 01:20:24.21,3244.989,-1748.808
2 01:20:25.42,3248.038,-1748.808
2 01:20:26.48,3251.061,-1748.811
2 01:20:27.44,3254.125,-1748.782
2 01:20:28.72,3257.137,-1748.921
2 01:20:29.76,3260.153,-1748.622
2 01:20:30.95,3263.172,-1748.51
2 01:20:32.00,3266.204,-1748.507
2 01:20:33.37,3269.228,-1748.529
2 01:20:34.63,3272.231,-1748.722
2 01:20:35.79,3275.241,-1748.835
2 01:20:36.96,3278.27,-1748.505
2 01:20:38.35,3281.307,-1748.55
2 01:20:39.74,3284.374,-1748.852
2 01:20:40.94,3287.495,-1748.648
2 01:20:42.44,3290.5,-1748.84
2 01:20:43.65,3293.535,-1748.594
2 01:20:45.01,3296.564,-1748.822
2 01:20:46.46,3299.582,-1748.226
2 01:20:47.85,3302.696,-1748.731
2 01:20:49.44,3305.761,-1748.499
2 01:20:50.92,3308.861,-1748.525
2 01:20:52.49,3311.863,-1748.568
2 01:20:53.88,3314.874,-1748.532
2 01:20:55.43,3317.895,-1748.749
2 01:20:57.00,3320.962,-1748.556
2 01:20:58.71,3324.001,-1748.773
2 01:21:00.14,3327.004,-1748.856
2 01:21:01.80,3330.027,-1748.729
2 01:21:03.42,3333.03,-1748.591
2 01:21:05.29,3336.091,-1748.42
2 01:21:06.94,3339.136,-1748.581
2 01:21:08.69,3342.152,-1748.906
2 01:21:10.46,3345.175,-1748.814
2 01:21:12.21,3348.25,-1748.512
2 01:21:14.07,3351.27,-1748.699
2 01:21:15.90,3354.324,-1748.407
2 01:21:17.68,3357.326,-1748.457
2 01:21:19.44,3360.348,-1748.674
2 01:21:21.43,3363.369,-1748.75
2 01:21:23.33,3366.381,-1748.561
2 01:21:25.17,3369.431,-1748.922
2 01:21:27.27,3372.452,-1748.674
2 01:21:29.21,3375.54,-1748.828
2 01:21:31.34,3378.541,-1748.721
2 01:21:33.25,3381.565,-1748.744
2 01:21:35.26,3384.589,-1748.712
2 01:21:37.52,3387.69,-1748.709
2 01:21:39.72,3390.695,-1748.751
2 01:21:41.81,3393.753,-1748.576
2 01:21:43.97,3396.758,-1748.71
2 01:21:46.08,3399.767,-1748.65
2 01:21:48.55,3402.774,-1748.896
