time [sec],V [mV],I [mA]
8188.30,3200.310707,1.694390
8188.34,3203.506708,-319.435567
8188.36,3208.932877,-799.245238
8188.38,3214.643717,-1239.275336
8188.40,3219.290257,-1550.304413
8188.42,3222.597361,-1728.437662
8188.47,3225.740194,-1818.750143
8188.80,3228.810787,-1748.100281
8189.34,3231.884003,-1748.248935
8190.04,3234.925747,-1748.534799
8190.82,3237.930536,-1748.569965
8191.75,3240.936041,-1748.689651
8192.65,3243.995190,-1748.342752
8193.49,3247.053385,-1748.672128
8194.49,3250.058413,-1748.572111
8195.50,3253.072977,-1748.385549
8196.42,3256.099463,-1748.375893
8197.56,3259.152651,-1748.481750
8198.63,3262.183428,-1748.587489
8199.74,3265.258551,-1748.679757
8200.72,3268.271208,-1748.708010
8201.87,3271.306753,-1748.607397
8203.01,3274.340391,-1748.471022
8204.10,3277.341127,-1748.692751
8205.27,3280.360460,-1748.556852
8206.54,3283.361197,-1748.400450
8207.60,3286.406994,-1748.295188
8208.96,3289.422989,-1748.749256
8210.14,3292.469978,-1748.323083
8211.43,3295.474291,-1748.654604
8212.65,3298.505783,-1748.556376
8213.94,3301.540852,-1748.453379
8215.26,3304.576874,-1748.538017
8216.66,3307.661295,-1748.616338
8217.93,3310.674667,-1748.318791
8219.47,3313.694000,-1748.506308
8220.80,3316.756248,-1748.553872
8222.32,3319.780350,-1748.493791
8223.76,3322.833776,-1748.555541
8225.15,3325.843811,-1748.313069
8226.74,3328.880548,-1748.418450
8228.22,3331.904888,-1748.728037
8229.63,3334.930658,-1748.665094
8231.43,3337.930918,-1748.399138
8232.76,3340.936899,-1748.404622
8234.25,3343.940258,-1748.441339
8235.81,3346.976042,-1748.550534
8237.58,3349.987268,-1748.679519
8239.13,3353.002787,-1748.510361
8240.85,3356.027365,-1748.588562
8242.66,3359.041691,-1748.502374
8244.38,3362.113476,-1748.541355
8245.99,3365.117788,-1748.669863
8247.85,3368.147135,-1748.569131
8249.65,3371.221066,-1748.357177
8251.48,3374.228954,-1748.710990
8253.28,3377.260923,-1748.420715
8255.04,3380.262852,-1748.483896
8256.89,3383.306026,-1748.829722
8258.73,3386.311293,-1748.785496
8260.95,3389.328718,-1748.539448
8262.67,3392.335176,-1748.388648
8264.61,3395.364046,-1748.595119
8266.54,3398.411751,-1748.705268
8268.71,3401.425123,-1748.571992
8270.79,3404.435635,-1748.628974
8272.78,3407.457829,-1748.253703
8275.00,3410.488844,-1748.464584
8277.09,3413.525105,-1748.295307
8279.18,3416.564465,-1748.634815
8281.50,3419.584274,-1748.411775
8283.69,3422.632456,-1748.348951
8285.84,3425.640345,-1748.508692
8288.20,3428.685188,-1748.620152
8290.51,3431.722879,-1748.298168
8292.78,3434.855938,-1748.754978
8295.25,3437.892914,-1748.387456
8297.55,3441.012621,-1748.678327
8299.90,3444.044352,-1748.675108
8302.50,3447.071075,-1748.655081
8304.97,3450.108767,-1748.613715
8307.66,3453.130722,-1748.345733
8309.78,3456.192970,-1748.595119
8312.61,3459.207058,-1748.720884
8315.16,3462.234974,-1748.678684
8317.65,3465.262175,-1748.725891
8320.40,3468.297720,-1748.746753
8322.96,3471.323252,-1748.712063
8325.70,3474.329710,-1748.677611
8328.23,3477.351189,-1748.593092
8331.14,3480.417728,-1748.419166
8334.05,3483.453751,-1748.532176
8336.79,3486.485481,-1748.484492
8339.70,3489.511251,-1748.729348
8342.45,3492.511272,-1748.606443
8345.29,3495.513439,-1748.431563
8348.04,3498.542309,-1748.417974
8351.30,3501.549959,-1748.664379
8354.32,3504.569769,-1748.438835
8357.18,3507.587671,-1748.644471
8360.31,3510.605335,-1748.834848
8363.26,3513.634443,-1748.894453
8366.58,3516.684294,-1748.221278
8369.82,3519.722700,-1748.810530
8372.77,3522.735596,-1748.410821
8376.06,3525.781155,-1748.896837
8379.10,3528.797626,-1748.725772
8382.61,3531.816006,-1748.553157
8385.97,3534.829855,-1748.474360
8389.46,3537.846804,-1748.558164
8392.78,3540.865898,-1748.306513
8396.07,3543.930292,-1748.833179
8399.87,3546.953440,-1748.726368
8403.39,3550.005436,-1748.474360
8407.15,3553.057671,-1748.602033
8410.62,3556.060791,-1748.725057
8414.30,3559.064388,-1748.466492
8417.70,3562.085390,-1748.684764
8421.68,3565.126896,-1748.885393
8425.68,3568.194389,-1748.995066
8429.17,3571.244717,-1748.072624
8433.40,3574.325323,-1748.598695
8437.08,3577.329636,-1748.896956
8441.02,3580.357313,-1748.664260
8445.16,3583.410025,-1749.007225
8449.40,3586.451054,-1748.381853
8453.20,3589.481354,-1748.778343
8457.15,3592.505932,-1748.438716
8461.17,3595.526934,-1748.249888
8465.65,3598.547697,-1748.912930
8469.95,3601.551533,-1748.609900
8474.26,3604.574203,-1748.791575
8478.40,3607.621670,-1748.690963
8483.03,3610.693455,-1748.981714
8487.29,3613.702297,-1748.932004
8492.03,3616.702557,-1748.426795
8496.65,3619.766712,-1748.559117
8501.53,3622.806072,-1748.330474
8505.89,3625.859499,-1748.313546
8510.54,3628.881931,-1748.901725
8515.62,3631.894588,-1748.605847
8520.48,3634.894609,-1749.041438
8525.42,3637.900591,-1748.762608
8530.36,3641.000986,-1748.463988
8535.43,3644.019604,-1748.689055
8541.22,3647.039413,-1748.647690
8546.27,3650.101900,-1748.628616
8551.46,3653.144598,-1748.531818
8556.99,3656.164646,-1748.551488
8562.29,3659.191608,-1748.545289
8567.27,3662.206650,-1748.378992
8573.09,3665.236473,-1748.782635
8577.97,3668.276548,-1748.651147
8584.06,3671.282530,-1748.544693
8589.69,3674.293756,-1748.469591
8595.99,3677.314043,-1748.713732
8602.16,3680.352211,-1748.722911
8607.92,3683.353186,-1748.827934
8613.98,3686.378956,-1748.925805
8620.16,3689.415932,-1748.617887
8626.46,3692.430496,-1748.578906
8633.02,3695.450068,-1748.440027
8639.18,3698.468447,-1748.431802
8645.59,3701.483727,-1748.505235
8652.93,3704.556227,-1748.571992
8659.52,3707.560778,-1748.541713
8666.73,3710.592270,-1748.621225
8673.96,3713.593960,-1748.676777
8681.59,3716.596603,-1748.575807
8689.14,3719.638109,-1748.216629
8696.79,3722.665071,-1748.665690
8704.43,3725.671768,-1748.869777
8712.26,3728.681564,-1748.168945
8721.44,3731.721401,-1748.412251
8729.73,3734.727859,-1748.558998
8738.94,3737.729788,-1748.896122
8748.38,3740.739107,-1748.495221
8758.19,3743.740797,-1748.568296
8768.81,3746.761799,-1748.815894
8779.58,3749.783993,-1748.926282
8790.97,3752.821445,-1748.286366
8803.74,3755.823612,-1748.480320
8816.96,3758.837461,-1748.767495
8833.96,3761.890650,-1748.909593
8851.24,3764.897346,-1748.859286
8870.53,3767.925024,-1748.495221
8894.46,3770.949602,-1748.567343
8920.44,3773.956776,-1748.562813
8947.77,3776.974916,-1748.656034
8978.70,3779.977560,-1748.755455
9008.99,3782.983065,-1748.720407
9043.36,3785.984993,-1748.584509
9077.93,3788.989305,-1748.727441
9111.07,3792.002201,-1748.424649
9146.76,3795.026302,-1748.520136
9182.04,3798.042059,-1748.734951
9218.23,3801.095486,-1748.691201
9253.48,3804.123878,-1748.498797
9288.44,3807.140589,-1748.945713
9322.83,3810.181618,-1748.621225
9359.07,3813.233614,-1748.548269
9393.34,3816.273689,-1748.647690
9427.21,3819.298983,-1748.739123
9462.15,3822.305441,-1748.731017
9495.46,3825.316191,-1748.724818
9525.64,3828.323126,-1748.723745
9560.58,3831.344366,-1748.586178
9593.05,3834.359884,-1748.427272
9623.92,3837.366343,-1748.707891
9654.49,3840.387106,-1748.299599
9685.41,3843.403101,-1748.454094
9714.65,3846.434116,-1748.515248
9744.56,3849.440575,-1748.454571
9772.56,3852.442980,-1748.585820
