time [sec],V [mV],I [mA]
49:54.5,3196.306,4.21
49:54.6,3201.578,-538.744
49:54.6,3207.101,-1019.091
49:54.6,3211.943,-1403.103
49:54.6,3215.585,-1649.055
49:54.7,3218.597,-1805.22
49:54.9,3221.631,-1747.675
49:55.5,3224.631,-1748.515
49:56.2,3227.645,-1748.573
49:56.9,3230.651,-1748.735
49:57.9,3233.654,-1749.019
49:58.7,3236.725,-1748.762
49:59.7,3239.732,-1748.694
50:00.7,3242.768,-1749.151
50:01.8,3245.775,-1748.954
50:02.8,3248.835,-1748.843
50:03.9,3251.905,-1748.652
50:04.9,3254.93,-1749.092
50:06.0,3257.968,-1748.523
50:07.2,3261.051,-1748.622
50:08.4,3264.079,-1748.646
50:09.6,3267.108,-1748.643
50:10.8,3270.164,-1748.661
50:12.0,3273.228,-1748.573
50:13.3,3276.285,-1748.57
50:14.4,3279.286,-1748.819
50:15.9,3282.319,-1748.653
50:17.1,3285.341,-1748.742
50:18.5,3288.362,-1749.007
50:19.9,3291.476,-1748.861
50:21.2,3294.518,-1748.724
50:22.7,3297.61,-1748.773
50:24.0,3300.635,-1748.843
50:25.4,3303.638,-1748.721
50:27.0,3306.707,-1748.803
50:28.4,3309.709,-1748.636
50:30.0,3312.709,-1748.772
50:31.4,3315.754,-1748.965
50:33.0,3318.768,-1748.747
50:34.7,3321.774,-1748.855
50:36.1,3324.787,-1748.511
50:37.7,3327.8,-1748.586
50:39.3,3330.806,-1748.639
50:41.1,3333.824,-1748.496
50:42.7,3336.833,-1749.247
50:44.4,3339.85,-1748.332
50:46.0,3342.901,-1748.91
50:47.7,3345.926,-1748.747
50:49.7,3348.974,-1748.779
50:51.4,3352.066,-1748.889
50:53.4,3355.088,-1748.698
50:55.2,3358.137,-1748.698
50:57.0,3361.138,-1748.688
50:58.8,3364.201,-1749.054
51:00.6,3367.21,-1748.917
51:02.7,3370.219,-1748.796
51:04.7,3373.225,-1748.633
51:06.7,3376.25,-1748.872
51:08.8,3379.285,-1748.74
51:10.9,3382.314,-1748.902
51:12.7,3385.333,-1748.65
51:15.0,3388.336,-1748.701
51:17.0,3391.364,-1749.21
51:19.3,3394.368,-1748.629
51:21.3,3397.384,-1748.993
51:23.5,3400.446,-1748.932
51:25.8,3403.48,-1748.8
51:28.2,3406.488,-1748.757
51:30.3,3409.541,-1749.052
51:32.7,3412.591,-1748.62
51:35.1,3415.621,-1748.541
51:37.4,3418.666,-1748.727
51:40.0,3421.711,-1748.796
51:42.2,3424.74,-1748.555
51:45.0,3427.765,-1748.713
51:47.5,3430.81,-1748.826
51:49.9,3433.845,-1748.885
51:52.5,3436.855,-1748.643
51:55.3,3439.919,-1748.719
51:57.9,3442.967,-1748.571
52:00.5,3446.002,-1748.757
52:03.2,3449.02,-1748.755
52:06.0,3452.16,-1748.793
52:09.0,3455.242,-1748.885
52:11.7,3458.248,-1748.55
52:14.8,3461.252,-1748.877
52:17.5,3464.273,-1748.865
52:20.4,3467.294,-1748.804
52:23.0,3470.309,-1748.669
52:25.9,3473.325,-1748.554
52:29.3,3476.406,-1748.741
52:32.2,3479.45,-1748.954
52:35.2,3482.461,-1748.929
52:38.5,3485.474,-1748.699
52:41.7,3488.494,-1748.701
52:44.9,3491.5,-1749.052
52:48.2,3494.527,-1748.756
52:51.0,3497.558,-1748.874
52:54.6,3500.571,-1749.109
52:58.0,3503.598,-1748.591
53:01.2,3506.614,-1748.675
53:04.6,3509.682,-1748.741
53:07.9,3512.695,-1748.934
53:11.0,3515.709,-1748.649
53:15.0,3518.721,-1748.772
53:18.5,3521.769,-1748.631
53:22.0,3524.773,-1748.751
53:25.7,3527.796,-1748.34
53:29.1,3530.829,-1749.038
53:32.9,3533.854,-1748.865
53:37.0,3536.9,-1748.369
53:40.6,3539.933,-1748.579
53:44.1,3542.973,-1748.803
53:48.5,3546.042,-1748.951
53:52.6,3549.086,-1748.741
53:56.7,3552.121,-1748.882
54:00.3,3555.143,-1748.762
54:04.6,3558.197,-1748.753
54:08.9,3561.197,-1748.813
54:12.7,3564.225,-1748.604
54:17.3,3567.257,-1748.895
54:20.7,3570.269,-1748.756
54:25.7,3573.282,-1749.038
54:29.8,3576.283,-1748.707
54:34.2,3579.333,-1748.583
54:39.1,3582.34,-1748.614
54:43.4,3585.435,-1748.834
54:47.8,3588.472,-1748.705
54:52.5,3591.5,-1748.564
54:57.2,3594.56,-1748.932
55:01.8,3597.585,-1748.244
55:06.4,3600.605,-1749.019
55:11.2,3603.712,-1748.697
55:16.1,3606.815,-1748.746
55:21.1,3609.848,-1749.085
55:26.0,3612.853,-1748.877
55:31.2,3615.887,-1748.448
55:36.1,3618.908,-1748.161
55:41.4,3621.963,-1748.784
55:46.7,3625.022,-1748.477
55:51.6,3628.025,-1748.379
55:57.2,3631.083,-1748.825
56:02.4,3634.116,-1748.586
56:07.6,3637.128,-1748.728
56:13.0,3640.134,-1748.796
56:18.9,3643.148,-1748.913
56:24.8,3646.157,-1748.68
56:31.1,3649.167,-1749.076
56:36.1,3652.172,-1748.794
56:42.3,3655.18,-1748.522
56:47.7,3658.181,-1748.235
56:53.9,3661.218,-1748.776
56:59.9,3664.262,-1748.971
57:06.1,3667.292,-1748.961
57:12.2,3670.351,-1748.528
57:19.0,3673.357,-1749.1
57:25.3,3676.369,-1748.574
57:31.6,3679.387,-1748.813
57:38.4,3682.389,-1748.776
57:44.8,3685.48,-1748.546
57:52.1,3688.518,-1748.684
57:58.9,3691.527,-1748.757
58:05.2,3694.561,-1748.465
58:12.6,3697.618,-1748.542
58:20.4,3700.649,-1748.564
58:27.9,3703.682,-1748.467
58:35.4,3706.71,-1748.737
58:43.4,3709.731,-1748.095
58:51.6,3712.781,-1748.677
58:59.9,3715.801,-1748.754
59:08.1,3718.834,-1748.775
59:16.6,3721.835,-1748.756
59:25.3,3724.851,-1748.772
59:34.9,3727.867,-1749.023
59:44.3,3730.921,-1748.508
59:53.8,3733.942,-1748.655
00:04.3,3736.982,-1748.897
00:15.2,3740.015,-1748.709
00:26.8,3743.08,-1748.829
00:40.3,3746.092,-1748.912
00:54.2,3749.117,-1748.966
01:08.9,3752.155,-1748.55
01:25.0,3755.175,-1748.78
01:42.8,3758.202,-1748.634
02:03.0,3761.212,-1748.855
02:29.2,3764.301,-1748.602
02:54.6,3767.316,-1748.559
03:23.3,3770.383,-1748.761
03:54.4,3773.398,-1748.67
04:26.3,3776.45,-1748.403
05:00.0,3779.464,-1748.397
05:32.2,3782.536,-1748.806
06:07.6,3785.585,-1749.143
06:40.5,3788.612,-1748.65
07:17.5,3791.634,-1748.663
07:51.3,3794.639,-1748.754
08:26.8,3797.651,-1748.76
09:02.6,3800.656,-1749.188
09:36.4,3803.669,-1748.997
10:12.3,3806.687,-1748.694
10:49.1,3809.707,-1749.666
11:23.6,3812.752,-1747.755
11:56.5,3815.776,-1748.886
12:33.8,3818.791,-1748.833
13:05.9,3821.836,-1748.587
13:40.9,3824.881,-1747.643
14:14.3,3827.895,-1748.076
14:48.5,3830.904,-1748.692
15:19.2,3833.932,-1748.641
15:51.0,3836.979,-1748.616
16:24.1,3840.032,-1748.326
16:58.2,3843.074,-1749.484
17:29.2,3846.076,-1748.423
17:58.2,3849.148,-1748.913
18:30.4,3852.152,-1748.07
19:00.9,3855.163,-1748.447
19:33.1,3858.221,-1748.896
20:01.1,3861.224,-1748.964
20:33.0,3864.238,-1749.231
21:05.7,3867.264,-1748.493
21:37.9,3870.305,-1748.223
22:09.2,3873.319,-1748.895
22:43.5,3876.334,-1748.585
23:17.3,3879.339,-1748.648
23:52.1,3882.408,-1748.477
24:26.7,3885.43,-1748.751
24:59.2,3888.499,-1749.315
25:37.2,3891.518,-1748.853
26:12.7,3894.573,-1748.67
26:49.1,3897.608,-1748.07
27:26.8,3900.648,-1749.057
28:05.0,3903.665,-1748.873
28:39.8,3906.684,-1748.604
29:17.2,3909.701,-1748.876
29:56.6,3912.704,-1749.019
30:36.4,3915.767,-1748.565
31:14.7,3918.784,-1748.188
31:53.2,3921.813,-1748.646
32:36.0,3924.832,-1748.629
33:18.9,3927.845,-1748.462
34:01.5,3930.873,-1748.842
34:47.4,3933.897,-1748.234
35:31.0,3936.926,-1748.536
36:16.7,3939.999,-1748.741
37:06.3,3943.017,-1748.751
37:51.6,3946.026,-1748.799
38:43.9,3949.056,-1748.963
39:32.4,3952.109,-1748.664
40:22.9,3955.141,-1748.592
41:14.3,3958.152,-1748.677
42:03.3,3961.159,-1748.974
42:51.3,3964.178,-1748.222
43:39.7,3967.238,-1748.729
44:26.9,3970.238,-1748.105
45:16.2,3973.248,-1749.14
46:03.7,3976.251,-1748.74
46:44.3,3979.302,-1748.41
47:28.1,3982.377,-1748.628
48:12.3,3985.379,-1748.224
48:58.7,3988.389,-1748.56
49:39.2,3991.41,-1748.667
50:20.4,3994.429,-1749.089
51:00.2,3997.436,-1748.531
51:42.5,4000.52,-1748.757
52:23.7,4003.524,-1748.191
53:02.5,4006.555,-1748.845
53:45.8,4009.563,-1748.881
54:26.0,4012.573,-1748.681
55:05.0,4015.588,-1749.363
55:46.4,4018.6,-1748.457
56:29.0,4021.626,-1747.728
57:12.0,4024.631,-1748.848
57:53.0,4027.638,-1748.571
58:37.3,4030.657,-1749.266
59:22.4,4033.675,-1748.938
00:13.0,4036.692,-1748.749
01:02.5,4039.74,-1748.636
01:53.2,4042.804,-1748.521
02:48.3,4045.846,-1748.636
03:43.9,4048.862,-1748.69
04:40.9,4051.863,-1748.678
05:40.9,4054.157,-1748.524
06:35.0,4057.19,-1748.697
07:35.0,4059.555,-1748.768
08:35.0,4062.144,-1749.189
09:35.0,4064.811,-1748.669
10:35.0,4067.29,-1747.892
11:35.0,4069.374,-1748.757
12:35.0,4072.117,-1749.001
13:35.0,4074.226,-1749.365
14:35.0,4076.641,-1749.01
15:35.0,4078.991,-1748.588
16:35.0,4081.479,-1748.479
17:35.0,4083.355,-1748.587
18:35.0,4085.802,-1748.668
19:35.0,4088.246,-1748.825
20:35.0,4090.561,-1748.446
21:35.0,4092.723,-1748.519
22:35.0,4094.875,-1748.212
23:35.0,4097.394,-1749.288
24:35.0,4099.678,-1748.75
25:35.0,4101.789,-1748.614
26:35.0,4104.5,-1748.657
27:35.0,4106.714,-1748.449
28:34.5,4109.741,-1748.644
29:34.5,4111.675,-1748.48
30:33.3,4114.691,-1748.86
31:33.3,4117.228,-1748.811
32:33.3,4119.633,-1748.753
33:33.3,4122.308,-1748.919
34:25.3,4125.364,-1748.513
35:25.3,4127.491,-1749.099
36:15.9,4130.498,-1749.171
37:15.9,4133.292,-1748.671
38:09.7,4136.294,-1748.664
39:05.6,4139.316,-1748.788
40:01.9,4142.336,-1748.581
40:54.5,4145.349,-1748.594
41:51.9,4148.38,-1748.831
42:44.6,4151.384,-1748.458
43:31.9,4154.387,-1748.807
44:20.2,4157.414,-1748.752
45:08.1,4160.46,-1748.567
