time [sec],V [mV],I [mA]
50:17.5,3193.04,3.533
50:17.6,3198.244,-541.285
50:17.6,3203.597,-1021.334
50:17.6,3208.452,-1404.566
50:17.7,3212.022,-1649.869
50:17.7,3215.389,-1819.586
50:18.1,3218.485,-1748.28
50:18.6,3221.534,-1748.428
50:19.3,3224.546,-1748.263
50:20.2,3227.561,-1748.532
50:21.0,3230.619,-1748.653
50:21.9,3233.628,-1748.493
50:22.9,3236.723,-1748.276
50:24.0,3239.784,-1748.475
50:25.0,3242.881,-1748.405
50:25.9,3245.925,-1748.261
50:27.1,3248.938,-1748.743
50:28.1,3251.998,-1748.47
50:29.2,3255.132,-1748.064
50:30.4,3258.154,-1748.835
50:31.6,3261.184,-1748.934
50:32.8,3264.227,-1748.434
50:33.9,3267.278,-1748.628
50:35.2,3270.339,-1748.477
50:36.4,3273.371,-1748.771
50:37.7,3276.404,-1748.69
50:38.9,3279.419,-1748.716
50:40.2,3282.43,-1748.611
50:41.6,3285.533,-1748.555
50:43.0,3288.551,-1748.215
50:44.2,3291.568,-1748.438
50:45.6,3294.62,-1748.553
50:47.1,3297.621,-1748.423
50:48.6,3300.658,-1748.49
50:49.9,3303.727,-1748.521
50:51.4,3306.802,-1748.586
50:53.0,3309.87,-1748.473
50:54.6,3312.936,-1748.276
50:56.1,3315.988,-1748.52
50:57.6,3319.05,-1748.476
50:59.3,3322.081,-1748.431
51:00.9,3325.108,-1748.271
51:02.5,3328.154,-1748.649
51:04.1,3331.17,-1748.593
51:05.6,3334.197,-1748.633
51:07.5,3337.253,-1748.732
51:09.3,3340.285,-1748.695
51:10.9,3343.366,-1748.689
51:12.7,3346.383,-1748.444
51:14.6,3349.425,-1748.543
51:16.4,3352.482,-1748.638
51:18.2,3355.488,-1748.58
51:19.9,3358.551,-1748.535
51:22.0,3361.599,-1748.357
51:23.6,3364.644,-1748.618
51:25.7,3367.696,-1748.413
51:27.8,3370.763,-1748.486
51:30.0,3373.766,-1748.717
51:31.6,3376.817,-1748.329
51:33.8,3379.893,-1748.738
51:35.9,3382.938,-1748.727
51:38.1,3385.992,-1748.634
51:40.2,3389.008,-1748.507
51:42.3,3392.021,-1748.856
51:44.6,3395.083,-1748.644
51:46.8,3398.124,-1748.529
51:48.8,3401.185,-1748.384
51:51.2,3404.195,-1748.405
51:53.5,3407.279,-1748.696
51:56.0,3410.282,-1748.747
51:58.1,3413.297,-1748.536
52:00.7,3416.305,-1748.71
52:03.1,3419.338,-1748.656
52:05.6,3422.458,-1748.387
52:08.0,3425.462,-1748.822
52:10.6,3428.572,-1748.64
52:13.2,3431.61,-1748.708
52:15.8,3434.646,-1748.606
52:18.4,3437.701,-1748.326
52:20.8,3440.711,-1748.716
52:23.6,3443.736,-1748.366
52:26.2,3446.762,-1748.694
52:28.8,3449.8,-1748.587
52:31.7,3452.835,-1748.183
52:34.5,3455.836,-1748.338
52:37.6,3458.854,-1748.679
52:40.0,3461.901,-1748.516
52:43.0,3464.949,-1748.827
52:46.3,3467.958,-1748.606
52:48.9,3470.962,-1748.493
