time [sec],V [mV],I [mA]
51:48.2,3184.488,1.821
51:48.2,3189.545,-548.534
51:48.2,3194.612,-1027.741
51:48.3,3199.129,-1409.133
51:48.3,3202.513,-1652.396
51:48.3,3205.884,-1819.919
51:48.8,3208.949,-1748.129
51:49.3,3211.972,-1748.206
51:50.2,3214.999,-1748.119
51:50.8,3218.022,-1748.062
51:51.8,3221.03,-1748.447
51:52.8,3224.03,-1748.303
51:53.8,3227.036,-1748.474
51:54.7,3230.102,-1748.454
51:55.8,3233.198,-1748.544
51:56.9,3236.222,-1748.178
51:58.0,3239.285,-1748.002
51:59.0,3242.29,-1748.591
52:00.1,3245.299,-1748.093
52:01.4,3248.363,-1748.691
52:02.6,3251.406,-1748.566
52:03.7,3254.491,-1748.328
52:05.0,3257.494,-1748.697
52:06.3,3260.504,-1748.67
52:07.5,3263.528,-1747.873
52:08.6,3266.603,-1748.101
52:10.1,3269.64,-1748.373
52:11.6,3272.676,-1748.072
52:12.8,3275.713,-1748.252
52:14.1,3278.742,-1748.615
52:15.5,3281.794,-1748.196
52:17.0,3284.83,-1748.258
52:18.4,3287.839,-1748.429
52:19.9,3290.867,-1748.299
52:21.3,3293.88,-1748.454
52:22.8,3296.921,-1748.523
52:24.3,3299.929,-1748.117
52:25.8,3302.977,-1748.542
52:27.4,3305.979,-1747.895
52:28.9,3309.004,-1748.602
52:30.5,3312.052,-1748.149
52:32.2,3315.116,-1748.418
52:33.7,3318.156,-1748.173
52:35.5,3321.178,-1747.754
52:37.2,3324.294,-1748.318
52:39.0,3327.301,-1748.249
52:40.7,3330.397,-1748.633
52:42.6,3333.429,-1748.276
52:44.3,3336.5,-1748.165
52:46.1,3339.522,-1748.516
52:47.9,3342.576,-1748.419
52:49.9,3345.582,-1748.752
52:51.7,3348.606,-1748.312
52:53.7,3351.613,-1748.464
52:55.8,3354.646,-1748.275
52:57.6,3357.66,-1748.378
52:59.6,3360.691,-1748.511
53:01.5,3363.728,-1748.307
53:03.6,3366.729,-1748.5
53:05.6,3369.731,-1748.381
53:07.9,3372.731,-1748.207
53:09.8,3375.734,-1748.6
53:12.2,3378.754,-1748.114
53:14.4,3381.792,-1748.335
53:16.5,3384.799,-1748.681
53:18.8,3387.829,-1748.235
53:21.0,3390.849,-1748.704
53:23.1,3393.896,-1748.091
53:25.4,3396.911,-1748.446
53:28.0,3399.966,-1748.566
53:30.5,3402.987,-1748.538
53:32.3,3406.015,-1748.532
53:35.1,3409.026,-1748.131
53:37.4,3412.038,-1748.379
53:40.2,3415.045,-1748.115
53:42.6,3418.064,-1748.688
53:45.2,3421.082,-1748.823
53:47.7,3424.09,-1748.748
