Frequency[Hz],Z_real[ohm],Z_img[ohm]
1.000e+005,6.8164e-003,1.5735e-002
7.900e+004,6.5776e-003,1.2609e-002
6.300e+004,6.3624e-003,1.0225e-002
5.000e+004,6.1766e-003,8.3042e-003
4.000e+004,6.0043e-003,6.8020e-003
3.200e+004,5.8478e-003,5.5848e-003
2.500e+004,5.6886e-003,4.4929e-003
2.000e+004,5.5533e-003,3.7003e-003
1.600e+004,5.4246e-003,3.0511e-003
1.300e+004,5.3115e-003,2.5331e-003
1.000e+004,5.1887e-003,1.9759e-003
7.900e+003,5.1011e-003,1.5488e-003
6.300e+003,5.0395e-003,1.1898e-003
5.000e+003,5.0053e-003,8.7099e-004
4.000e+003,5.0081e-003,6.1110e-004
3.200e+003,5.0171e-003,3.7434e-004
2.500e+003,5.0703e-003,1.5397e-004
2.000e+003,5.1149e-003,-1.9597e-005
1.600e+003,5.1882e-003,-1.6795e-004
1.300e+003,5.2685e-003,-2.8001e-004
1.000e+003,5.3780e-003,-4.0158e-004
7.899e+002,5.4818e-003,-4.9494e-004
6.301e+002,5.5820e-003,-5.6754e-004
5.000e+002,5.7000e-003,-6.3231e-004
4.000e+002,5.8166e-003,-6.8268e-004
3.200e+002,5.9366e-003,-7.3520e-004
2.500e+002,6.0592e-003,-7.6969e-004
2.000e+002,6.1829e-003,-8.0897e-004
1.600e+002,6.3028e-003,-8.4700e-004
1.300e+002,6.4263e-003,-8.7231e-004
1.000e+002,6.5884e-003,-9.1115e-004
7.900e+001,6.7385e-003,-9.4159e-004
6.300e+001,6.8833e-003,-9.6592e-004
5.000e+001,7.0312e-003,-9.7544e-004
4.000e+001,7.1895e-003,-1.0012e-003
3.200e+001,7.3475e-003,-9.9839e-004
2.500e+001,7.5319e-003,-1.0131e-003
2.000e+001,7.6968e-003,-9.9504e-004
1.600e+001,7.8582e-003,-9.6127e-004
1.300e+001,7.9977e-003,-9.3506e-004
1.000e+001,8.1580e-003,-8.8480e-004
7.900e+000,8.3103e-003,-8.3242e-004
6.300e+000,8.4290e-003,-7.7983e-004
5.000e+000,8.5305e-003,-7.2415e-004
4.000e+000,8.6264e-003,-6.9240e-004
3.200e+000,8.7106e-003,-6.4607e-004
2.500e+000,8.7989e-003,-6.0835e-004
2.000e+000,8.8529e-003,-5.9159e-004
1.600e+000,8.9299e-003,-5.7448e-004
1.300e+000,9.0004e-003,-5.6980e-004
1.000e+000,9.0451e-003,-5.4795e-004
7.900e-001,9.1431e-003,-5.9170e-004
6.300e-001,9.1890e-003,-6.0242e-004
5.000e-001,9.2735e-003,-6.4385e-004
4.000e-001,9.3587e-003,-6.9575e-004
3.200e-001,9.4521e-003,-7.5530e-004
2.500e-001,9.5497e-003,-7.9004e-004
2.000e-001,9.6351e-003,-8.9869e-004
1.600e-001,9.7298e-003,-9.9599e-004
1.300e-001,9.8085e-003,-1.0912e-003
1.000e-001,9.9555e-003,-1.1993e-003
7.900e-002,1.0092e-002,-1.3974e-003
6.300e-002,1.0252e-002,-1.5861e-003
5.000e-002,1.0410e-002,-1.7661e-003
4.000e-002,1.0610e-002,-2.0106e-003
3.200e-002,1.0804e-002,-2.2912e-003
2.500e-002,1.1042e-002,-2.6466e-003
2.000e-002,1.1303e-002,-3.0394e-003
1.600e-002,1.1605e-002,-3.4781e-003
1.300e-002,1.1940e-002,-4.0063e-003
1.000e-002,1.2507e-002,-4.7144e-003
