time [sec],V [mV],I [mA]
2 02:20:43.14,10.396,0.0
2 02:20:43.18,-991.037,0.013
2 02:20:43.20,-2524.416,0.023
2 02:20:43.22,-3945.956,0.033
2 02:20:43.24,-4959.153,0.042
2 02:20:43.27,-5705.937,0.057
2 02:20:43.52,-5620.079,0.178
2 02:20:44.00,-5628.211,0.411
2 02:20:44.74,-5632.864,0.771
2 02:20:45.53,-5639.906,1.154
2 02:20:46.38,-5645.315,1.567
2 02:20:47.25,-5649.937,1.99
2 02:20:48.32,-5654.851,2.509
2 02:20:49.11,-5660.885,2.893
2 02:20:50.25,-5666.725,3.447
2 02:20:51.23,-5671.759,3.923
2 02:20:52.34,-5676.832,4.462
2 02:20:53.40,-5683.49,4.977
2 02:20:54.68,-5686.658,5.598
2 02:20:55.72,-5693.382,6.103
2 02:20:56.77,-5697.983,6.613
2 02:20:58.06,-5704.515,7.24
2 02:20:59.20,-5709.821,7.794
2 02:21:00.52,-5715.823,8.435
2 02:21:01.70,-5719.311,9.008
2 02:21:03.00,-5724.544,9.639
2 02:21:04.19,-5730.523,10.217
2 02:21:05.55,-5734.104,10.878
2 02:21:06.90,-5740.126,11.534
2 02:21:08.08,-5746.763,12.107
2 02:21:09.60,-5752.234,12.845
2 02:21:11.02,-5756.198,13.535
2 02:21:12.34,-5762.068,14.176
2 02:21:13.72,-5765.788,14.846
2 02:21:15.32,-5773.79,15.623
2 02:21:16.64,-5778.572,16.264
2 02:21:18.12,-5783.242,16.983
2 02:21:19.80,-5788.306,17.799
2 02:21:21.33,-5793.711,18.542
2 02:21:22.92,-5799.446,19.315
2 02:21:24.42,-5804.234,20.043
2 02:21:26.14,-5810.366,20.879
2 02:21:27.80,-5815.575,21.685
2 02:21:29.32,-5820.669,22.423
2 02:21:31.05,-5826.32,23.263
2 02:21:32.85,-5830.128,24.138
2 02:21:34.46,-5835.962,24.92
2 02:21:36.29,-5841.981,25.809
2 02:21:37.99,-5847.837,26.634
2 02:21:39.78,-5851.461,27.504
2 02:21:41.57,-5857.407,28.373
2 02:21:43.55,-5864.115,29.335
2 02:21:45.38,-5867.463,30.224
2 02:21:47.25,-5873.479,31.132
2 02:21:49.13,-5879.646,32.045
2 02:21:51.16,-5884.046,33.031
2 02:21:53.07,-5888.367,33.959
2 02:21:55.05,-5895.453,34.92
2 02:21:57.16,-5899.378,35.945
2 02:21:59.08,-5903.996,36.878
2 02:22:01.29,-5911.147,37.951
2 02:22:03.21,-5915.695,38.884
2 02:22:05.44,-5920.826,39.967
2 02:22:07.77,-5926.188,41.098
2 02:22:09.77,-5932.946,42.07
2 02:22:11.85,-5935.971,43.08
2 02:22:14.43,-5943.126,44.333
2 02:22:16.63,-5947.803,45.402
2 02:22:18.80,-5954.075,46.456
2 02:22:21.18,-5958.794,47.612
2 02:22:23.69,-5963.123,48.831
2 02:22:25.98,-5968.782,49.943
2 02:22:28.44,-5974.792,51.138
2 02:22:30.89,-5980.788,52.328
2 02:22:33.39,-5985.394,53.542
2 02:22:36.03,-5990.06,54.824
2 02:22:38.30,-5995.402,55.927
2 02:22:40.88,-6001.334,57.18
2 02:22:43.68,-6005.999,58.54
2 02:22:46.42,-6012.673,59.871
2 02:22:49.27,-6017.459,61.255
2 02:22:51.65,-6023.306,62.411
2 02:22:54.61,-6028.077,63.849
2 02:22:57.18,-6033.906,65.097
2 02:23:00.08,-6038.6,66.506
2 02:23:02.91,-6044.07,67.88
2 02:23:05.89,-6049.696,69.328
2 02:23:08.76,-6055.215,70.722
2 02:23:11.85,-6058.758,72.223
2 02:23:14.69,-6064.266,73.602
2 02:23:17.76,-6071.022,75.093
2 02:23:20.74,-6076.154,76.541
2 02:23:23.95,-6082.002,78.1
2 02:23:27.01,-6086.262,79.586
2 02:23:30.39,-6091.892,81.228
2 02:23:33.52,-6096.637,82.748
2 02:23:36.65,-6101.285,84.268
2 02:23:40.16,-6107.502,85.973
2 02:23:43.55,-6112.564,87.62
2 02:23:46.49,-6117.796,89.048
2 02:23:50.40,-6123.353,90.947
2 02:23:53.75,-6129.009,92.574
2 02:23:57.17,-6134.455,94.235
2 02:24:00.49,-6138.956,95.848
2 02:24:04.17,-6143.271,97.635
2 02:24:08.02,-6149.487,99.505
2 02:24:11.20,-6153.714,101.049
2 02:24:15.40,-6160.118,103.089
2 02:24:18.98,-6165.576,104.828
2 02:24:22.83,-6171.066,106.698
2 02:24:26.69,-6176.587,108.573
2 02:24:30.66,-6181.632,110.501
2 02:24:34.32,-6186.233,112.279
2 02:24:38.48,-6191.236,114.299
2 02:24:42.45,-6196.874,116.228
2 02:24:46.57,-6202.689,118.229
2 02:24:50.76,-6207.373,120.264
2 02:24:55.03,-6212.58,122.338
2 02:24:58.77,-6218.265,124.154
2 02:25:03.29,-6223.569,126.35
2 02:25:07.11,-6229.462,128.205
2 02:25:12.07,-6234.695,130.614
2 02:25:16.27,-6239.871,132.654
2 02:25:20.48,-6245.145,134.699
2 02:25:25.49,-6250.601,137.132
2 02:25:29.36,-6256.024,139.012
2 02:25:34.46,-6259.716,141.489
2 02:25:38.73,-6265.289,143.563
2 02:25:43.59,-6269.944,145.924
2 02:25:48.16,-6276.988,148.144
2 02:25:52.86,-6281.988,150.426
2 02:25:57.94,-6288.595,152.894
2 02:26:03.41,-6293.896,155.551
2 02:26:08.09,-6297.911,157.824
2 02:26:12.81,-6303.025,160.116
2 02:26:17.86,-6309.739,162.569
2 02:26:22.90,-6314.108,165.017
2 02:26:28.34,-6318.61,167.659
2 02:26:33.40,-6324.383,170.117
2 02:26:38.67,-6330.017,172.677
2 02:26:44.05,-6335.207,175.29
2 02:26:49.14,-6341.006,177.762
2 02:26:54.45,-6345.65,180.341
2 02:27:00.28,-6351.163,183.173
2 02:27:06.03,-6356.048,185.965
2 02:27:11.18,-6360.616,188.467
2 02:27:17.33,-6368.249,191.454
2 02:27:23.09,-6372.115,194.252
2 02:27:29.97,-6377.198,197.593
2 02:27:35.02,-6383.739,200.046
2 02:27:41.86,-6387.468,203.368
2 02:27:47.16,-6393.576,205.942
2 02:27:53.52,-6398.928,209.031
2 02:28:00.01,-6403.556,212.183
2 02:28:05.94,-6410.199,215.064
2 02:28:12.47,-6415.907,218.235
2 02:28:18.93,-6418.912,221.373
2 02:28:25.62,-6426.245,224.622
2 02:28:32.09,-6429.861,227.765
2 02:28:38.83,-6436.679,231.038
2 02:28:46.35,-6441.374,234.691
2 02:28:53.21,-6446.967,238.023
2 02:28:59.77,-6451.038,241.209
2 02:29:07.15,-6457.625,244.793
2 02:29:14.80,-6463.009,248.509
2 02:29:21.55,-6467.374,251.787
2 02:29:28.94,-6472.422,255.377
2 02:29:36.79,-6477.767,259.189
2 02:29:44.48,-6482.911,262.924
2 02:29:52.74,-6488.354,266.936
2 02:30:01.02,-6494.545,270.958
2 02:30:09.58,-6499.039,275.115
2 02:30:18.16,-6504.63,279.283
2 02:30:27.00,-6508.557,283.576
2 02:30:34.95,-6514.749,287.438
2 02:30:45.80,-6519.887,292.707
2 02:30:55.10,-6526.173,297.224
2 02:31:06.20,-6530.651,302.616
2 02:31:16.34,-6536.325,307.541
2 02:31:28.00,-6541.532,313.204
2 02:31:41.09,-6547.392,319.562
2 02:31:54.82,-6552.471,326.23
2 02:32:09.03,-6558.925,333.132
2 02:32:25.84,-6562.528,341.296
2 02:32:44.59,-6567.233,350.403
2 02:33:04.98,-6572.155,360.307
2 02:33:28.90,-6578.608,371.925
2 02:33:55.66,-6582.986,384.922
2 02:34:23.13,-6589.259,398.264
2 02:34:56.17,-6592.6,414.312
2 02:35:27.52,-6599.441,429.539
2 02:36:01.53,-6605.245,446.057
2 02:36:34.56,-6610.757,462.1
2 02:37:09.06,-6614.95,478.857
2 02:37:43.23,-6621.673,495.453
2 02:38:20.59,-6627.01,513.599
2 02:38:54.40,-6630.81,530.021
2 02:39:30.00,-6637.798,547.312
2 02:40:04.92,-6642.076,564.273
2 02:40:42.47,-6647.217,582.511
2 02:41:19.09,-6651.705,600.297
2 02:41:54.55,-6658.403,617.52
2 02:42:32.64,-6662.997,636.02
2 02:43:07.47,-6667.491,652.937
2 02:43:42.34,-6675.426,669.873
2 02:44:15.14,-6680.038,685.804
2 02:44:50.15,-6683.878,702.808
2 02:45:25.45,-6689.213,719.953
2 02:45:56.30,-6694.639,734.937
2 02:46:30.33,-6700.282,751.465
2 02:47:04.20,-6705.988,767.916
2 02:47:36.70,-6710.414,783.701
2 02:48:09.50,-6716.86,799.632
2 02:48:41.28,-6719.147,815.068
2 02:49:13.13,-6727.252,830.537
2 02:49:43.71,-6732.491,845.39
2 02:50:15.40,-6736.955,860.781
2 02:50:48.04,-6743.4,876.635
2 02:51:19.53,-6747.371,891.929
2 02:51:51.87,-6753.572,907.637
2 02:52:22.48,-6757.735,922.504
2 02:52:54.41,-6764.045,938.013
2 02:53:29.23,-6769.147,954.925
2 02:54:05.75,-6774.195,972.663
2 02:54:38.71,-6778.982,988.672
2 02:55:14.25,-6785.089,1005.934
2 02:55:50.26,-6790.879,1023.424
2 02:56:26.82,-6794.907,1041.181
2 02:57:02.55,-6800.46,1058.535
2 02:57:42.31,-6805.123,1077.846
2 02:58:18.48,-6810.172,1095.414
2 02:58:56.61,-6816.321,1113.933
2 02:59:36.82,-6821.548,1133.463
2 03:00:13.69,-6826.519,1151.37
2 03:00:54.77,-6831.739,1171.323
2 03:01:34.08,-6837.648,1190.416
2 03:02:11.90,-6842.313,1208.785
2 03:02:55.92,-6847.765,1230.165
2 03:03:38.14,-6852.914,1250.671
2 03:04:20.42,-6857.867,1271.206
2 03:05:05.74,-6863.044,1293.218
2 03:05:51.72,-6870.05,1315.551
2 03:06:41.16,-6875.881,1339.564
2 03:07:29.18,-6880.401,1362.887
2 03:08:20.14,-6885.888,1387.638
2 03:09:13.74,-6889.983,1413.671
2 03:10:07.02,-6895.748,1439.549
2 03:10:59.00,-6899.951,1464.795
2 03:11:51.38,-6905.901,1490.236
2 03:12:49.08,-6911.588,1518.261
2 03:13:41.91,-6917.234,1543.92
2 03:14:39.11,-6922.056,1571.702
2 03:15:25.87,-6926.591,1594.413
2 03:16:22.04,-6932.733,1621.695
