time [sec],V [mV],I [mA]
2 06:49:09.91,3199.521,4.973
2 06:49:09.96,3204.912,-539.354
2 06:49:09.98,3210.503,-1019.916
2 06:49:10.00,3215.438,-1403.883
2 06:49:10.02,3219.018,-1649.748
2 06:49:10.06,3222.438,-1820.045
2 06:49:10.35,3225.460,-1748.299
2 06:49:10.92,3228.478,-1748.649
2 06:49:11.59,3231.496,-1748.664
2 06:49:12.41,3234.496,-1748.816
2 06:49:13.30,3237.570,-1748.337
2 06:49:14.38,3240.612,-1748.727
2 06:49:15.28,3243.618,-1748.838
2 06:49:16.18,3246.656,-1748.845
2 06:49:17.26,3249.686,-1748.647
2 06:49:18.31,3252.688,-1749.073
2 06:49:19.40,3255.744,-1748.697
2 06:49:20.49,3258.789,-1748.877
2 06:49:21.52,3261.803,-1749.025
2 06:49:22.77,3264.838,-1748.949
2 06:49:23.87,3267.872,-1748.953
2 06:49:25.06,3270.920,-1748.848
2 06:49:26.21,3274.000,-1748.510
2 06:49:27.56,3277.046,-1749.009
2 06:49:28.73,3280.079,-1748.648
2 06:49:30.03,3283.141,-1748.928
2 06:49:31.40,3286.155,-1748.693
2 06:49:32.76,3289.162,-1748.938
2 06:49:34.04,3292.206,-1748.915
2 06:49:35.42,3295.219,-1749.014
2 06:49:36.76,3298.330,-1748.826
2 06:49:38.21,3301.379,-1748.929
2 06:49:39.65,3304.442,-1748.868
2 06:49:40.93,3307.450,-1748.741
2 06:49:42.50,3310.578,-1749.133
2 06:49:44.00,3313.590,-1748.907
2 06:49:45.47,3316.689,-1748.730
2 06:49:47.06,3319.694,-1749.079
2 06:49:48.67,3322.696,-1748.700
2 06:49:50.21,3325.748,-1748.688
2 06:49:51.79,3328.751,-1748.951
2 06:49:53.27,3331.753,-1749.015
2 06:49:55.01,3334.799,-1748.512
2 06:49:56.57,3337.813,-1748.828
2 06:49:58.29,3340.840,-1749.070
2 06:49:59.78,3343.853,-1748.917
2 06:50:01.73,3346.862,-1749.055
2 06:50:03.33,3349.874,-1748.943
2 06:50:05.12,3352.876,-1749.381
2 06:50:07.09,3355.896,-1748.652
2 06:50:08.90,3358.903,-1748.727
2 06:50:10.40,3361.928,-1748.554
2 06:50:12.55,3364.954,-1749.075
2 06:50:14.36,3367.984,-1749.054
2 06:50:16.28,3371.067,-1748.898
2 06:50:18.36,3374.111,-1748.769
2 06:50:20.19,3377.113,-1748.924
2 06:50:22.18,3380.154,-1748.738
2 06:50:24.33,3383.169,-1748.760
2 06:50:26.27,3386.206,-1748.510
2 06:50:28.46,3389.208,-1748.678
2 06:50:30.35,3392.225,-1748.798
2 06:50:32.54,3395.301,-1748.983
2 06:50:34.78,3398.351,-1748.852
2 06:50:36.93,3401.437,-1748.307
2 06:50:39.06,3404.452,-1748.726
2 06:50:41.51,3407.491,-1749.065
2 06:50:43.74,3410.516,-1748.811
2 06:50:45.98,3413.523,-1748.929
2 06:50:48.08,3416.529,-1748.686
2 06:50:50.80,3419.578,-1749.011
2 06:50:53.00,3422.591,-1749.045
2 06:50:55.65,3425.595,-1748.720
2 06:50:58.01,3428.619,-1748.578
2 06:51:00.47,3431.644,-1748.886
2 06:51:02.91,3434.647,-1749.106
2 06:51:05.48,3437.688,-1748.903
2 06:51:08.07,3440.708,-1748.789
2 06:51:10.58,3443.781,-1748.744
2 06:51:13.46,3446.920,-1748.902
2 06:51:16.08,3449.957,-1748.525
2 06:51:18.91,3453.069,-1748.763
2 06:51:21.79,3456.154,-1749.211
2 06:51:24.57,3459.201,-1748.853
2 06:51:27.08,3462.207,-1748.986
2 06:51:29.82,3465.228,-1748.914
2 06:51:32.75,3468.228,-1748.966
2 06:51:35.75,3471.254,-1748.673
2 06:51:38.47,3474.316,-1748.966
2 06:51:41.72,3477.335,-1748.987
2 06:51:44.58,3480.358,-1748.703
2 06:51:47.73,3483.398,-1748.798
2 06:51:50.47,3486.435,-1748.802
2 06:51:54.02,3489.483,-1749.155
2 06:51:57.01,3492.483,-1748.602
2 06:52:00.10,3495.497,-1749.120
2 06:52:03.18,3498.560,-1748.775
2 06:52:06.50,3501.575,-1749.226
2 06:52:09.92,3504.615,-1748.780
2 06:52:13.10,3507.617,-1748.409
2 06:52:16.47,3510.641,-1749.064
2 06:52:19.89,3513.645,-1748.575
2 06:52:23.23,3516.664,-1749.079
2 06:52:26.39,3519.686,-1748.927
2 06:52:30.23,3522.696,-1749.227
2 06:52:33.89,3525.715,-1749.228
2 06:52:37.34,3528.730,-1748.968
2 06:52:40.59,3531.754,-1748.875
2 06:52:44.45,3534.778,-1749.387
2 06:52:47.90,3537.781,-1748.941
2 06:52:51.77,3540.814,-1748.620
2 06:52:55.81,3543.830,-1748.736
2 06:52:59.35,3546.831,-1748.961
2 06:53:03.27,3549.864,-1748.710
2 06:53:07.03,3552.873,-1749.136
2 06:53:11.05,3555.946,-1748.599
2 06:53:15.18,3559.007,-1748.375
2 06:53:19.17,3562.046,-1748.547
2 06:53:23.25,3565.076,-1748.979
2 06:53:27.70,3568.088,-1749.020
2 06:53:31.36,3571.153,-1749.401
2 06:53:36.21,3574.196,-1749.132
2 06:53:40.22,3577.244,-1748.932
2 06:53:44.61,3580.259,-1749.351
2 06:53:48.99,3583.307,-1748.975
2 06:53:53.33,3586.311,-1748.638
2 06:53:57.89,3589.333,-1748.450
2 06:54:02.11,3592.345,-1748.734
2 06:54:06.31,3595.363,-1748.654
2 06:54:11.23,3598.410,-1749.022
2 06:54:15.95,3601.496,-1749.060
2 06:54:20.37,3604.553,-1748.542
2 06:54:25.19,3607.577,-1748.861
2 06:54:30.12,3610.655,-1749.070
2 06:54:35.49,3613.666,-1748.705
2 06:54:39.98,3616.676,-1748.765
2 06:54:45.03,3619.713,-1749.065
2 06:54:50.30,3622.737,-1748.998
2 06:54:55.17,3625.798,-1748.949
2 06:55:00.40,3628.806,-1748.769
2 06:55:05.61,3631.861,-1748.968
2 06:55:10.62,3634.889,-1749.103
2 06:55:16.23,3637.933,-1749.147
2 06:55:20.61,3641.016,-1748.885
2 06:55:27.06,3644.031,-1748.881
2 06:55:32.89,3647.052,-1749.070
2 06:55:39.09,3650.069,-1748.759
2 06:55:44.55,3653.075,-1748.609
2 06:55:49.96,3656.080,-1748.876
2 06:55:55.34,3659.137,-1748.852
2 06:56:01.62,3662.173,-1749.153
2 06:56:07.45,3665.178,-1748.827
2 06:56:13.40,3668.195,-1748.513
2 06:56:19.88,3671.210,-1748.855
2 06:56:25.72,3674.217,-1748.809
2 06:56:32.17,3677.219,-1748.789
2 06:56:38.95,3680.259,-1748.511
2 06:56:45.26,3683.269,-1748.971
2 06:56:51.28,3686.290,-1748.873
2 06:56:58.59,3689.316,-1748.713
2 06:57:05.16,3692.342,-1748.896
2 06:57:12.89,3695.352,-1748.837
2 06:57:19.63,3698.402,-1748.680
2 06:57:26.39,3701.423,-1748.870
2 06:57:33.88,3704.425,-1748.650
2 06:57:41.97,3707.461,-1749.081
2 06:57:49.36,3710.532,-1748.840
2 06:57:57.85,3713.542,-1749.092
2 06:58:06.08,3716.546,-1749.121
2 06:58:13.72,3719.564,-1749.115
2 06:58:22.15,3722.602,-1749.038
2 06:58:30.26,3725.618,-1748.752
2 06:58:40.44,3728.631,-1748.877
2 06:58:49.72,3731.649,-1748.753
2 06:58:58.67,3734.671,-1748.875
2 06:59:10.21,3737.716,-1748.624
2 06:59:20.82,3740.717,-1749.355
2 06:59:31.80,3743.749,-1748.806
2 06:59:44.43,3746.771,-1748.773
2 06:59:56.63,3749.787,-1748.621
2 07:00:11.68,3752.847,-1748.584
2 07:00:27.33,3755.886,-1748.818
2 07:00:44.44,3758.919,-1749.071
2 07:01:06.09,3761.921,-1748.821
2 07:01:28.67,3764.941,-1748.855
2 07:01:53.71,3767.942,-1748.557
2 07:02:23.25,3770.949,-1749.075
2 07:02:51.33,3773.973,-1748.780
2 07:03:24.98,3777.007,-1749.304
2 07:03:57.69,3780.008,-1749.054
2 07:04:29.53,3783.026,-1748.821
2 07:05:03.29,3786.079,-1748.731
2 07:05:38.45,3789.080,-1748.842
2 07:06:11.74,3792.119,-1748.897
2 07:06:47.53,3795.132,-1749.132
2 07:07:22.72,3798.182,-1748.750
2 07:07:58.53,3801.186,-1749.271
2 07:08:32.67,3804.201,-1748.789
2 07:09:07.10,3807.215,-1748.855
2 07:09:44.72,3810.222,-1749.480
2 07:10:19.66,3813.262,-1749.337
2 07:10:51.07,3816.329,-1748.735
2 07:11:27.88,3819.350,-1748.712
2 07:12:03.03,3822.375,-1749.020
2 07:12:36.36,3825.384,-1749.017
2 07:13:07.95,3828.393,-1748.903
2 07:13:41.31,3831.440,-1748.600
2 07:14:14.26,3834.460,-1748.699
2 07:14:45.03,3837.479,-1749.158
2 07:15:15.52,3840.488,-1748.709
2 07:15:47.89,3843.529,-1748.880
2 07:16:18.79,3846.541,-1748.969
2 07:16:49.24,3849.557,-1748.973
2 07:17:19.90,3852.557,-1749.232
2 07:17:50.24,3855.593,-1749.132
2 07:18:20.14,3858.602,-1749.058
2 07:18:49.11,3861.604,-1749.023
2 07:19:19.01,3864.605,-1749.057
2 07:19:50.92,3867.615,-1749.027
2 07:20:21.27,3870.617,-1748.814
2 07:20:52.70,3873.631,-1748.603
2 07:21:24.70,3876.655,-1748.539
2 07:21:55.50,3879.670,-1749.102
2 07:22:30.19,3882.681,-1748.919
2 07:23:03.28,3885.707,-1748.879
2 07:23:35.30,3888.767,-1748.803
2 07:24:11.05,3891.835,-1749.108
2 07:24:45.96,3894.880,-1749.008
2 07:25:20.67,3897.893,-1748.944
2 07:25:57.10,3900.915,-1749.214
2 07:26:32.35,3903.929,-1748.713
2 07:27:09.73,3906.963,-1748.650
2 07:27:45.51,3909.992,-1748.752
2 07:28:20.72,3913.049,-1748.782
2 07:28:59.57,3916.071,-1748.787
2 07:29:36.90,3919.110,-1748.495
2 07:30:12.12,3922.166,-1748.888
