time [sec],V [mV],I [mA]
0.0,3174.481,-1.749
0.05,3179.699,-568.196
0.07,3184.595,-1044.654
0.09,3188.844,-1419.708
0.11,3191.916,-1656.919
0.16,3195.227,-1820.77
0.63,3198.242,-1745.564
1.24,3201.246,-1749.92
2.07,3204.3,-1746.028
2.95,3207.323,-1748.638
3.77,3210.386,-1746.451
4.74,3213.396,-1746.364
5.74,3216.413,-1747.809
6.84,3219.413,-1749.056
7.73,3222.427,-1749.761
8.85,3225.43,-1745.979
9.96,3228.449,-1750.373
11.13,3231.493,-1748.061
12.31,3234.513,-1746.036
13.52,3237.566,-1746.292
14.71,3240.597,-1748.429
15.99,3243.682,-1746.967
17.2,3246.683,-1747.806
18.49,3249.761,-1746.368
19.75,3252.836,-1746.223
21.13,3255.891,-1750.541
22.42,3258.908,-1751.049
23.79,3261.915,-1746.614
25.21,3264.961,-1750.453
26.58,3268.022,-1748.432
28.05,3271.063,-1750.122
29.42,3274.123,-1749.394
30.83,3277.173,-1746.616
32.44,3280.231,-1747.362
33.77,3283.235,-1748.041
35.3,3286.296,-1745.766
37.0,3289.299,-1750.747
38.56,3292.347,-1750.456
40.11,3295.352,-1746.14
41.76,3298.367,-1746.136
43.33,3301.372,-1748.903
44.9,3304.391,-1748.476
46.65,3307.393,-1750.53
48.4,3310.449,-1749.417
50.07,3313.515,-1750.257
51.81,3316.534,-1748.039
53.51,3319.546,-1748.05
55.52,3322.657,-1747.654
57.3,3325.722,-1745.979
59.42,3328.771,-1750.256
61.23,3331.843,-1749.671
62.85,3334.852,-1747.784
64.97,3337.857,-1750.385
66.84,3340.887,-1746.215
68.67,3343.908,-1747.101
70.67,3346.944,-1746.411
72.78,3349.963,-1745.759
74.78,3352.968,-1750.694
77.12,3356.016,-1747.755
78.93,3359.066,-1746.107
81.17,3362.069,-1748.808
83.47,3365.082,-1749.115
85.51,3368.086,-1746.625
87.72,3371.088,-1746.172
89.75,3374.097,-1747.288
92.01,3377.158,-1746.133
94.51,3380.189,-1750.959
96.67,3383.201,-1745.242
99.12,3386.212,-1747.567
101.26,3389.252,-1751.11
103.75,3392.264,-1748.971
106.32,3395.285,-1745.416
108.73,3398.301,-1746.235
111.19,3401.309,-1746.419
113.82,3404.353,-1748.489
116.35,3407.386,-1748.767
118.95,3410.441,-1750.455
121.61,3413.442,-1750.427
124.28,3416.463,-1750.7
127.06,3419.502,-1747.489
129.76,3422.524,-1746.782
132.4,3425.526,-1749.936
135.33,3428.566,-1745.51
138.05,3431.608,-1746.307
141.0,3434.615,-1749.938
143.91,3437.639,-1745.681
146.66,3440.657,-1746.042
149.87,3443.695,-1748.002
152.67,3446.709,-1750.484
155.97,3449.73,-1746.728
158.64,3452.739,-1749.774
161.94,3455.754,-1745.864
165.34,3458.774,-1745.89
168.26,3461.798,-1750.458
171.5,3464.812,-1745.243
174.76,3467.836,-1748.84
178.09,3470.837,-1747.062
181.4,3473.845,-1746.109
184.7,3476.863,-1749.443
188.43,3479.896,-1746.483
191.84,3482.936,-1750.74
195.34,3486.063,-1747.962
