time [sec],V [mV],I [mA]
49:23.5,3188.309,1.883
49:23.6,3191.7,-326.001
49:23.6,3196.975,-806.932
49:23.6,3202.31,-1245.353
49:23.6,3206.553,-1553.791
49:23.7,3210.409,-1777.781
49:23.8,3213.501,-1744.319
49:24.3,3216.519,-1747.878
49:24.9,3219.56,-1748.19
49:25.6,3222.624,-1748.051
49:26.5,3225.646,-1748.236
49:27.4,3228.7,-1748.09
49:28.3,3231.703,-1747.877
49:29.2,3234.757,-1747.999
49:30.2,3237.784,-1748.33
49:31.2,3240.788,-1747.681
49:32.2,3243.819,-1747.981
49:33.2,3246.821,-1747.985
49:34.3,3249.873,-1748.181
49:35.4,3252.899,-1748.298
49:36.5,3255.906,-1747.773
49:37.7,3258.99,-1748.561
49:38.8,3262.006,-1748.324
49:40.1,3265.069,-1747.789
49:41.2,3268.086,-1748.147
49:42.4,3271.118,-1747.58
49:43.6,3274.138,-1747.818
49:44.9,3277.18,-1748.418
49:46.2,3280.203,-1748.304
49:47.4,3283.252,-1748.039
49:48.8,3286.253,-1748.08
49:50.1,3289.304,-1748.31
49:51.5,3292.321,-1748.234
49:52.9,3295.38,-1748.07
49:54.3,3298.42,-1748.326
49:55.7,3301.423,-1748.138
49:57.0,3304.47,-1748.465
49:58.6,3307.482,-1748.562
50:00.1,3310.519,-1747.933
50:01.6,3313.526,-1747.97
50:03.1,3316.556,-1748.295
50:04.6,3319.557,-1747.791
50:06.1,3322.6,-1748.561
50:07.8,3325.617,-1748.589
50:09.3,3328.65,-1747.762
50:11.0,3331.661,-1748.503
50:12.5,3334.696,-1748.179
50:14.3,3337.713,-1748.071
50:16.2,3340.724,-1748.111
50:17.6,3343.771,-1748.28
50:19.5,3346.848,-1748.17
50:21.3,3349.88,-1747.988
50:23.1,3352.881,-1748.709
50:24.8,3355.889,-1747.9
50:26.7,3358.919,-1748.136
50:28.7,3361.949,-1748.431
50:30.3,3364.955,-1748.545
50:32.2,3367.98,-1748.021
50:34.4,3370.991,-1748.111
50:36.2,3374.007,-1747.639
50:38.1,3377.083,-1747.243
50:40.2,3380.148,-1748.266
50:42.2,3383.158,-1748.116
50:44.1,3386.242,-1748.361
50:46.2,3389.314,-1747.805
50:48.4,3392.35,-1748.014
50:50.5,3395.394,-1748.319
50:52.7,3398.395,-1747.982
50:54.9,3401.424,-1747.796
50:57.1,3404.449,-1748.541
50:59.4,3407.452,-1747.984
51:01.7,3410.487,-1748.484
51:04.1,3413.567,-1748.334
51:06.3,3416.569,-1748.177
51:08.8,3419.586,-1748.14
51:11.0,3422.613,-1747.712
51:13.2,3425.633,-1748.108
51:15.8,3428.64,-1747.71
51:18.4,3431.67,-1748.203
51:20.8,3434.673,-1747.849
51:23.4,3437.72,-1748.544
51:25.9,3440.721,-1748.353
51:28.5,3443.727,-1748.286
51:31.1,3446.761,-1748.014
51:33.5,3449.768,-1748.835
51:36.5,3452.78,-1748.152
51:39.0,3455.783,-1748.059
51:41.9,3458.847,-1748.234
51:44.3,3461.864,-1748.226
51:47.2,3464.864,-1748.02
51:50.2,3467.902,-1748.052
51:53.1,3470.913,-1747.864
51:55.8,3473.94,-1747.941
51:58.7,3476.944,-1747.979
52:01.7,3479.969,-1747.766
52:04.6,3482.99,-1747.423
52:07.7,3486.003,-1748.533
52:10.6,3489.028,-1748.277
52:13.8,3492.085,-1748.474
52:17.0,3495.095,-1748.264
52:19.9,3498.105,-1748.374
52:23.1,3501.11,-1747.965
52:26.5,3504.17,-1748.108
52:29.6,3507.195,-1748.365
52:32.9,3510.252,-1748.371
52:36.4,3513.327,-1748.285
52:39.6,3516.337,-1748.007
52:43.1,3519.4,-1748.851
52:46.3,3522.48,-1747.582
52:50.2,3525.519,-1748.132
52:53.7,3528.533,-1747.886
52:57.0,3531.587,-1747.867
53:00.8,3534.594,-1748.052
53:04.3,3537.678,-1747.947
53:08.4,3540.711,-1748.22
53:11.8,3543.73,-1747.841
53:15.4,3546.806,-1748.18
53:19.4,3549.831,-1748.262
53:23.1,3552.9,-1748.352
53:26.9,3555.933,-1747.543
53:31.0,3558.969,-1748.189
53:34.8,3562.041,-1748.121
53:39.1,3565.048,-1748.194
53:42.8,3568.074,-1748.287
53:46.9,3571.084,-1748.425
53:50.9,3574.122,-1748.135
53:55.1,3577.132,-1748.102
53:59.1,3580.143,-1747.955
54:03.4,3583.209,-1748.241
54:08.1,3586.239,-1747.864
54:11.7,3589.268,-1747.78
54:16.6,3592.273,-1748.577
54:21.0,3595.324,-1748.315
