time [sec],V [mV],I [mA]
24458.82,3195.406,2.718
24458.87,3200.773,-549.027
24458.89,3206.401,-1028.532
24458.91,3211.648,-1409.771
24458.93,3215.652,-1652.910
24458.96,3219.116,-1806.136
24459.20,3222.223,-1747.592
24459.70,3225.235,-1748.885
24460.42,3228.303,-1748.726
24461.29,3231.360,-1748.616
24462.09,3234.392,-1748.831
24462.98,3237.418,-1748.480
24464.03,3240.470,-1748.770
24464.91,3243.531,-1748.770
24465.98,3246.549,-1748.583
24466.91,3249.559,-1748.783
24467.93,3252.568,-1748.414
24468.97,3255.605,-1748.804
24470.04,3258.620,-1748.353
24471.18,3261.656,-1748.932
24472.35,3264.751,-1748.499
24473.43,3267.755,-1748.453
24474.63,3270.816,-1749.004
24475.85,3273.896,-1748.816
24476.97,3276.928,-1748.715
24478.25,3279.968,-1748.825
24479.49,3282.995,-1748.907
24480.68,3286.031,-1748.785
24482.04,3289.072,-1748.636
24483.26,3292.078,-1749.112
24484.66,3295.175,-1748.829
24486.03,3298.203,-1748.886
24487.24,3301.307,-1748.858
24488.60,3304.354,-1748.500
24490.13,3307.391,-1748.789
24491.52,3310.429,-1748.372
24492.85,3313.465,-1748.846
24494.40,3316.503,-1748.300
24495.91,3319.520,-1748.654
24497.46,3322.528,-1748.891
24498.90,3325.534,-1748.791
24500.55,3328.588,-1748.926
24502.07,3331.696,-1749.053
24503.59,3334.707,-1748.814
24505.23,3337.768,-1748.860
24506.87,3340.790,-1749.050
24508.54,3343.858,-1748.726
24509.97,3346.866,-1748.459
24511.86,3349.895,-1748.603
24513.56,3352.901,-1748.850
24515.35,3355.907,-1749.129
24517.01,3358.993,-1748.815
24518.87,3362.002,-1748.707
24520.63,3365.055,-1748.935
24522.45,3368.080,-1748.851
24524.42,3371.113,-1748.949
24526.31,3374.128,-1748.686
24527.91,3377.135,-1748.705
24529.87,3380.139,-1748.856
24531.96,3383.195,-1748.956
24533.76,3386.209,-1748.675
24535.87,3389.236,-1748.957
24537.65,3392.253,-1748.574
24539.82,3395.315,-1749.084
24542.08,3398.346,-1748.656
24543.78,3401.373,-1748.751
24546.05,3404.383,-1748.652
24548.34,3407.383,-1748.996
24550.42,3410.396,-1748.874
24552.47,3413.433,-1748.624
24554.77,3416.456,-1748.744
24557.14,3419.458,-1748.676
24559.33,3422.480,-1748.696
24561.66,3425.562,-1749.028
24564.08,3428.608,-1748.754
24566.56,3431.641,-1748.727
24568.83,3434.669,-1748.710
24571.33,3437.694,-1748.769
24573.53,3440.695,-1748.493
24576.12,3443.741,-1748.991
24578.74,3446.831,-1748.858
24581.37,3449.870,-1748.845
24583.72,3452.906,-1748.515
24586.46,3455.909,-1749.004
24589.21,3458.917,-1748.580
24591.78,3461.930,-1748.735
24594.32,3464.952,-1748.799
24596.94,3467.998,-1748.703
24599.79,3471.000,-1748.773
24602.35,3474.005,-1748.828
24605.39,3477.021,-1748.819
24608.05,3480.080,-1748.649
24611.02,3483.091,-1748.768
24613.79,3486.121,-1748.651
24616.66,3489.147,-1748.689
24619.79,3492.192,-1748.715
24622.78,3495.194,-1748.950
24625.71,3498.217,-1748.941
24629.00,3501.279,-1748.687
24631.83,3504.353,-1748.994
24634.90,3507.365,-1748.906
24638.02,3510.414,-1749.006
24640.98,3513.438,-1748.854
24644.58,3516.527,-1748.742
24647.78,3519.629,-1748.819
24651.10,3522.643,-1748.968
24654.38,3525.671,-1748.782
24657.96,3528.723,-1748.834
24661.01,3531.781,-1748.656
24664.73,3534.814,-1748.668
24668.00,3537.855,-1748.947
24672.04,3540.875,-1749.009
24675.03,3543.921,-1748.607
24678.71,3546.931,-1748.947
24682.69,3549.984,-1748.832
24686.13,3552.989,-1748.865
24689.80,3556.068,-1748.826
24693.71,3559.076,-1748.944
24697.29,3562.139,-1748.911
24701.26,3565.174,-1748.806
24705.09,3568.197,-1748.651
24708.95,3571.213,-1748.631
24713.00,3574.266,-1749.065
24716.64,3577.325,-1748.766
24721.17,3580.384,-1748.717
24725.23,3583.406,-1748.869
24729.31,3586.432,-1748.817
24733.90,3589.441,-1748.858
24737.46,3592.458,-1748.912
24741.71,3595.501,-1749.040
24746.22,3598.533,-1748.966
24750.56,3601.542,-1748.726
