time [sec],V [mV],I [mA]
2 03:21:30.20,3185.376,0.831
2 03:21:30.24,3188.501,-327.317
2 03:21:30.26,3193.558,-807.85
2 03:21:30.28,3198.532,-1245.883
2 03:21:30.30,3202.347,-1554.17
2 03:21:30.33,3205.641,-1778.161
2 03:21:30.61,3208.657,-1747.354
2 03:21:31.12,3211.671,-1747.959
2 03:21:31.79,3214.814,-1748.34
2 03:21:32.51,3217.902,-1748.518
2 03:21:33.51,3220.927,-1748.521
2 03:21:34.48,3223.934,-1747.652
2 03:21:35.44,3226.958,-1748.557
2 03:21:36.40,3229.961,-1748.034
2 03:21:37.41,3233.023,-1747.695
2 03:21:38.47,3236.036,-1748.121
2 03:21:39.56,3239.083,-1747.923
2 03:21:40.64,3242.093,-1748.204
2 03:21:41.77,3245.116,-1748.1
2 03:21:42.93,3248.134,-1748.34
2 03:21:43.99,3251.187,-1748.309
2 03:21:45.27,3254.189,-1747.781
2 03:21:46.50,3257.227,-1747.649
2 03:21:47.63,3260.241,-1748.136
2 03:21:48.84,3263.255,-1747.716
2 03:21:50.22,3266.299,-1748.515
2 03:21:51.43,3269.351,-1748.792
2 03:21:52.86,3272.38,-1747.681
2 03:21:54.18,3275.425,-1747.569
2 03:21:55.52,3278.446,-1748.18
2 03:21:56.88,3281.449,-1748.042
2 03:21:58.28,3284.497,-1747.536
2 03:21:59.73,3287.515,-1748.258
2 03:22:01.11,3290.559,-1747.697
2 03:22:02.54,3293.634,-1748.048
2 03:22:04.20,3296.721,-1748.522
2 03:22:05.77,3299.786,-1748.165
2 03:22:07.13,3302.793,-1748.528
2 03:22:08.83,3305.798,-1747.972
2 03:22:10.24,3308.815,-1748.122
2 03:22:11.79,3311.819,-1748.397
2 03:22:13.40,3314.867,-1748.075
2 03:22:15.02,3317.876,-1747.705
2 03:22:17.01,3320.889,-1748.497
2 03:22:18.48,3323.91,-1747.773
2 03:22:20.16,3326.938,-1748.16
2 03:22:21.89,3329.978,-1747.994
2 03:22:23.63,3332.985,-1748.099
2 03:22:25.39,3336.013,-1747.264
2 03:22:27.24,3339.079,-1748.192
2 03:22:29.02,3342.099,-1747.897
2 03:22:30.81,3345.131,-1747.872
2 03:22:32.86,3348.148,-1748.623
2 03:22:34.62,3351.199,-1747.865
2 03:22:36.74,3354.217,-1747.598
2 03:22:38.57,3357.278,-1748.172
2 03:22:40.51,3360.28,-1748.157
2 03:22:42.63,3363.317,-1748.771
2 03:22:44.56,3366.344,-1748.469
2 03:22:46.82,3369.345,-1747.846
2 03:22:48.57,3372.358,-1747.67
2 03:22:50.81,3375.382,-1747.93
2 03:22:53.02,3378.441,-1747.977
2 03:22:55.10,3381.488,-1748.064
2 03:22:57.03,3384.523,-1748.048
2 03:22:59.52,3387.581,-1748.05
2 03:23:01.72,3390.597,-1747.977
2 03:23:03.76,3393.597,-1748.564
2 03:23:06.26,3396.599,-1747.862
2 03:23:08.57,3399.617,-1747.609
2 03:23:11.11,3402.642,-1747.974
2 03:23:13.42,3405.653,-1747.743
2 03:23:15.50,3408.659,-1748.203
2 03:23:18.15,3411.714,-1748.028
2 03:23:20.70,3414.734,-1748.215
2 03:23:23.19,3417.746,-1747.947
2 03:23:25.66,3420.808,-1747.688
2 03:23:28.20,3423.838,-1748.696
2 03:23:31.06,3426.857,-1748.408
2 03:23:33.59,3429.87,-1748.077
2 03:23:36.09,3432.884,-1748.736
2 03:23:39.08,3435.926,-1748.257
2 03:23:41.58,3438.933,-1747.697
2 03:23:44.49,3441.977,-1747.891
2 03:23:47.37,3445.037,-1747.912
2 03:23:50.50,3448.076,-1748.722
2 03:23:53.26,3451.087,-1747.979
2 03:23:56.10,3454.088,-1748.187
2 03:23:58.95,3457.091,-1747.913
2 03:24:02.02,3460.139,-1748.485
2 03:24:05.18,3463.157,-1748.07
2 03:24:07.65,3466.176,-1748.579
2 03:24:11.17,3469.242,-1748.586
2 03:24:14.30,3472.296,-1748.57
2 03:24:17.67,3475.312,-1748.387
2 03:24:20.74,3478.343,-1748.234
2 03:24:23.99,3481.353,-1748.401
2 03:24:27.42,3484.451,-1748.147
2 03:24:30.72,3487.511,-1748.32
2 03:24:34.05,3490.527,-1748.391
2 03:24:37.86,3493.531,-1748.268
2 03:24:41.12,3496.534,-1748.155
2 03:24:44.63,3499.539,-1748.025
2 03:24:48.28,3502.57,-1748.055
2 03:24:51.71,3505.571,-1748.481
2 03:24:55.36,3508.58,-1748.217
2 03:24:58.96,3511.588,-1747.853
2 03:25:02.33,3514.649,-1747.673
2 03:25:06.39,3517.712,-1747.977
2 03:25:10.07,3520.713,-1748.091
2 03:25:14.01,3523.753,-1748.083
2 03:25:18.01,3526.76,-1748.073
2 03:25:21.78,3529.804,-1747.617
2 03:25:25.48,3532.858,-1748.427
2 03:25:29.85,3535.881,-1748.836
2 03:25:33.74,3538.906,-1748.122
2 03:25:38.16,3541.93,-1748.285
2 03:25:42.23,3544.955,-1747.81
2 03:25:46.56,3547.965,-1748.255
2 03:25:50.76,3550.983,-1747.684
2 03:25:55.00,3554.002,-1748.127
2 03:25:59.67,3557.044,-1748.01
2 03:26:03.86,3560.092,-1748.0
2 03:26:08.20,3563.101,-1747.9
2 03:26:12.70,3566.139,-1748.784
2 03:26:17.67,3569.169,-1747.893
2 03:26:21.54,3572.17,-1748.438
2 03:26:26.86,3575.187,-1748.439
2 03:26:31.58,3578.233,-1748.678
2 03:26:36.30,3581.267,-1748.0
2 03:26:41.01,3584.272,-1747.926
2 03:26:45.82,3587.278,-1748.186
2 03:26:50.81,3590.301,-1748.083
2 03:26:56.12,3593.391,-1748.455
2 03:27:00.82,3596.426,-1748.172
2 03:27:06.13,3599.426,-1748.066
2 03:27:11.32,3602.482,-1747.766
2 03:27:16.92,3605.518,-1747.886
2 03:27:21.76,3608.547,-1747.775
2 03:27:27.24,3611.552,-1748.083
2 03:27:32.87,3614.569,-1748.467
2 03:27:38.23,3617.575,-1748.312
2 03:27:43.17,3620.593,-1748.033
2 03:27:49.08,3623.648,-1748.003
2 03:27:54.59,3626.665,-1747.782
2 03:28:00.39,3629.7,-1748.221
2 03:28:06.36,3632.715,-1748.395
2 03:28:12.01,3635.724,-1747.53
2 03:28:18.18,3638.759,-1748.137
