time [sec],V [mV],I [mA]
6434.36,3198.660612,3.865221
6434.40,3201.837540,-310.843229
6434.42,3207.301855,-789.986312
6434.44,3213.010311,-1232.147813
6434.46,3217.610836,-1545.968652
6434.48,3220.775843,-1726.454973
6434.52,3223.856211,-1823.210835
6434.87,3226.973295,-1748.431563
6435.43,3229.989290,-1748.494744
6436.15,3233.000278,-1748.759270
6436.94,3236.006021,-1748.703361
6437.79,3239.088058,-1748.537421
6438.76,3242.089510,-1748.693228
6439.63,3245.097399,-1749.080181
6440.70,3248.147726,-1748.872876
6441.59,3251.165628,-1748.779297
6442.64,3254.167557,-1749.111652
6443.76,3257.172823,-1749.054551
6444.73,3260.195255,-1748.716593
6445.80,3263.235331,-1748.715162
6446.98,3266.268730,-1748.759151
6447.96,3269.285917,-1748.841047
6449.03,3272.315741,-1748.970389
6450.23,3275.322676,-1748.986125
6451.43,3278.422356,-1748.872399
6452.72,3281.467438,-1748.773813
6453.93,3284.535885,-1748.875260
6455.22,3287.557840,-1748.860121
6456.51,3290.580511,-1749.033093
6457.79,3293.618202,-1748.664141
6458.97,3296.633244,-1748.916388
6460.40,3299.655199,-1749.071717
6461.72,3302.723169,-1749.114513
6463.08,3305.749893,-1748.807192
6464.41,3308.804274,-1749.262571
6465.81,3311.829805,-1748.680949
6467.27,3314.890146,-1748.791218
6468.80,3317.901134,-1748.544812
6470.22,3320.934296,-1749.204874
6471.64,3323.981047,-1748.796105
6473.22,3327.066183,-1748.980641
6474.70,3330.107450,-1748.997688
6476.21,3333.142757,-1748.950720
6477.80,3336.176395,-1749.029517
6479.54,3339.203119,-1748.855829
6481.00,3342.246771,-1749.159694
6482.77,3345.262766,-1749.043584
6484.24,3348.302364,-1748.693943
6486.16,3351.425648,-1748.830080
6487.78,3354.474783,-1748.938680
6489.61,3357.511997,-1748.919725
6491.38,3360.529423,-1748.903990
6492.96,3363.550901,-1748.745084
6494.92,3366.607189,-1749.053478
6496.64,3369.623899,-1749.048710
6498.26,3372.631550,-1748.910069
6500.26,3375.638962,-1749.185920
6502.38,3378.735304,-1748.818398
6504.11,3381.795645,-1748.546124
6506.07,3384.858847,-1749.083281
6508.04,3387.923241,-1748.904347
6510.00,3390.931845,-1749.025345
6512.01,3394.003153,-1748.531103
6514.16,3397.012949,-1748.656511
6515.92,3400.015116,-1748.676896
6518.21,3403.087854,-1748.651624
6520.44,3406.199932,-1749.034405
6522.37,3409.296036,-1748.869896
6524.64,3412.310839,-1748.807788
6526.83,3415.351152,-1749.033689
6529.31,3418.396950,-1748.883605
6531.56,3421.408892,-1749.067426
6533.59,3424.426079,-1749.107718
6535.80,3427.491903,-1748.841882
6538.22,3430.501461,-1748.796940
6540.57,3433.502913,-1748.866081
6542.92,3436.563492,-1748.993874
6545.42,3439.616203,-1748.830199
6547.76,3442.663193,-1748.882532
6550.46,3445.663452,-1748.782873
6552.90,3448.729277,-1748.974919
6555.53,3451.749802,-1748.922110
6557.84,3454.829931,-1748.939037
6560.53,3457.868576,-1748.950601
6563.25,3460.868835,-1749.219656
6565.78,3463.923454,-1748.857379
6568.55,3466.974735,-1748.695970
6571.33,3470.010281,-1749.137521
6573.75,3473.033428,-1748.757839
6576.19,3476.047039,-1748.662710
6579.28,3479.067326,-1748.770595
6582.11,3482.077122,-1748.830795
6585.16,3485.121250,-1748.763919
