time [sec],V [mV],I [mA]
49:44.0,3190.352,3.807
49:44.0,3193.365,-306.107
49:44.0,3198.533,-784.096
49:44.1,3203.855,-1227.24
49:44.1,3208.082,-1542.629
49:44.1,3211.156,-1724.555
49:44.2,3214.17,-1819.004
49:44.6,3217.248,-1747.888
49:45.2,3220.342,-1748.375
49:45.9,3223.435,-1748.836
49:46.8,3226.536,-1748.796
49:47.7,3229.598,-1748.148
49:48.6,3232.643,-1748.595
49:49.5,3235.647,-1748.471
49:50.4,3238.711,-1748.413
49:51.4,3241.73,-1748.658
49:52.6,3244.778,-1748.483
49:53.6,3247.819,-1748.68
49:54.6,3250.844,-1748.923
49:55.8,3253.884,-1748.696
49:56.8,3256.893,-1748.673
49:58.0,3259.926,-1748.847
49:59.2,3262.995,-1748.706
50:00.3,3266.004,-1748.914
50:01.6,3269.043,-1748.822
50:02.8,3272.132,-1748.532
50:04.1,3275.146,-1748.602
50:05.2,3278.166,-1749.097
50:06.6,3281.193,-1748.748
50:07.8,3284.248,-1748.681
50:09.3,3287.314,-1748.318
50:10.4,3290.335,-1749.115
50:11.8,3293.352,-1748.891
50:13.3,3296.386,-1748.448
50:14.6,3299.401,-1748.849
50:16.1,3302.501,-1748.616
50:17.5,3305.513,-1748.947
50:19.1,3308.586,-1748.868
50:20.5,3311.592,-1748.695
50:21.9,3314.608,-1749.105
50:23.5,3317.639,-1748.952
50:25.2,3320.682,-1748.457
50:26.8,3323.749,-1749.046
50:28.2,3326.879,-1748.741
50:30.1,3329.894,-1748.526
50:31.5,3332.916,-1748.489
50:33.2,3335.941,-1749.067
50:35.1,3338.959,-1749.145
50:36.7,3342.005,-1748.659
50:38.5,3345.057,-1748.803
50:40.3,3348.096,-1748.066
50:41.9,3351.162,-1748.781
50:43.8,3354.174,-1748.619
50:45.5,3357.222,-1748.479
50:47.5,3360.286,-1748.713
50:49.4,3363.311,-1748.736
50:51.2,3366.311,-1748.523
50:53.2,3369.337,-1748.612
50:55.3,3372.444,-1748.858
50:57.0,3375.472,-1748.893
50:59.1,3378.488,-1748.378
51:01.2,3381.546,-1748.994
51:03.2,3384.564,-1748.739
51:05.3,3387.63,-1748.713
51:07.4,3390.642,-1748.425
51:09.4,3393.65,-1748.896
51:11.6,3396.662,-1749.099
51:13.8,3399.699,-1748.555
51:16.1,3402.705,-1748.202
51:18.3,3405.719,-1748.754
51:20.3,3408.757,-1748.704
51:22.9,3411.8,-1748.338
51:25.1,3414.823,-1748.598
51:27.5,3417.827,-1749.09
51:29.9,3420.882,-1748.978
51:32.2,3423.899,-1748.665
51:34.8,3426.912,-1748.763
51:36.7,3429.924,-1748.595
51:39.4,3432.958,-1748.641
51:42.1,3435.995,-1748.752
51:44.7,3438.995,-1748.807
51:47.2,3441.998,-1748.758
51:49.8,3445.004,-1748.634
51:52.5,3448.004,-1748.284
