time [sec],V [mV],I [mA]
08:48:53.64,3192.983,4.451
08:48:53.69,3198.322,-539.992
08:48:53.71,3203.776,-1020.262
08:48:53.73,3208.914,-1403.904
08:48:53.75,3212.777,-1649.505
08:48:53.78,3215.987,-1805.251
08:48:54.06,3219.146,-1748.279
08:48:54.56,3222.229,-1748.532
08:48:55.35,3225.278,-1748.742
08:48:56.04,3228.319,-1748.819
08:48:56.97,3231.326,-1748.872
08:48:57.78,3234.345,-1748.934
08:48:58.69,3237.385,-1748.657
08:48:59.79,3240.448,-1749.255
08:49:00.79,3243.455,-1748.627
08:49:01.66,3246.515,-1749.046
08:49:02.79,3249.540,-1748.760
08:49:03.86,3252.588,-1748.797
08:49:05.04,3255.611,-1748.881
08:49:06.08,3258.691,-1748.787
08:49:07.21,3261.772,-1748.647
08:49:08.43,3264.837,-1748.986
08:49:09.50,3267.852,-1749.037
08:49:10.64,3270.910,-1748.711
08:49:11.94,3273.923,-1749.060
08:49:13.08,3276.945,-1748.790
08:49:14.33,3280.002,-1748.846
08:49:15.60,3283.017,-1748.704
08:49:16.87,3286.027,-1748.919
08:49:18.35,3289.059,-1748.933
08:49:19.68,3292.143,-1748.715
08:49:21.07,3295.233,-1748.980
08:49:22.28,3298.283,-1748.871
08:49:23.80,3301.342,-1748.719
08:49:25.16,3304.399,-1748.809
08:49:26.59,3307.399,-1748.842
08:49:28.05,3310.414,-1748.919
08:49:29.53,3313.446,-1748.751
08:49:31.13,3316.510,-1748.982
08:49:32.45,3319.518,-1748.884
08:49:34.15,3322.534,-1748.691
08:49:35.67,3325.584,-1748.917
08:49:37.23,3328.611,-1748.624
08:49:38.79,3331.617,-1748.668
08:49:40.39,3334.617,-1749.323
08:49:42.19,3337.639,-1748.625
08:49:43.54,3340.643,-1748.981
08:49:45.37,3343.684,-1748.830
08:49:47.02,3346.731,-1748.852
08:49:48.78,3349.757,-1748.922
08:49:50.61,3352.796,-1748.671
08:49:52.45,3355.832,-1748.982
08:49:54.16,3358.870,-1748.458
08:49:55.96,3361.885,-1748.576
08:49:57.93,3364.938,-1748.845
08:49:59.76,3367.941,-1748.770
08:50:01.61,3370.948,-1748.927
08:50:03.54,3373.960,-1748.656
08:50:05.54,3376.992,-1748.987
08:50:07.60,3380.016,-1748.679
08:50:09.56,3383.071,-1749.116
08:50:11.52,3386.080,-1748.731
08:50:13.54,3389.192,-1748.779
08:50:15.81,3392.292,-1748.691
08:50:17.62,3395.292,-1748.817
08:50:19.92,3398.384,-1748.863
08:50:22.06,3401.416,-1748.951
08:50:24.29,3404.430,-1748.588
08:50:26.51,3407.484,-1749.151
08:50:28.64,3410.563,-1748.845
08:50:30.87,3413.568,-1749.349
08:50:33.28,3416.588,-1749.152
08:50:35.51,3419.597,-1748.931
08:50:37.92,3422.603,-1748.948
08:50:40.33,3425.618,-1748.691
08:50:42.79,3428.632,-1749.118
08:50:45.04,3431.697,-1749.168
08:50:47.61,3434.723,-1748.902
08:50:50.19,3437.752,-1748.690
08:50:52.61,3440.781,-1748.961
08:50:55.32,3443.857,-1748.787
08:50:57.72,3446.916,-1748.892
08:51:00.39,3449.967,-1748.814
08:51:03.25,3453.016,-1748.802
08:51:05.80,3456.079,-1749.073
08:51:08.53,3459.106,-1748.839
08:51:11.34,3462.107,-1748.717
08:51:14.00,3465.155,-1748.637
08:51:16.90,3468.184,-1748.871
08:51:19.56,3471.185,-1748.739
08:51:22.40,3474.192,-1748.730
08:51:25.27,3477.199,-1748.798
08:51:28.23,3480.202,-1748.931
08:51:31.01,3483.239,-1749.078
08:51:34.12,3486.275,-1749.078
08:51:37.09,3489.283,-1748.994
08:51:40.21,3492.300,-1748.736
08:51:43.08,3495.327,-1749.184
08:51:46.19,3498.336,-1748.512
08:51:49.39,3501.369,-1748.858
08:51:52.72,3504.412,-1748.797
08:51:55.65,3507.437,-1748.748
08:51:58.92,3510.444,-1748.880
08:52:02.17,3513.459,-1748.809
08:52:05.50,3516.466,-1748.893
08:52:08.83,3519.499,-1748.680
08:52:12.31,3522.511,-1748.766
08:52:15.81,3525.553,-1748.861
08:52:19.13,3528.595,-1749.042
08:52:22.59,3531.603,-1748.803
08:52:26.12,3534.616,-1748.907
08:52:29.88,3537.645,-1748.638
08:52:33.38,3540.698,-1749.058
08:52:36.85,3543.712,-1748.856
08:52:40.60,3546.747,-1748.838
08:52:44.64,3549.791,-1748.809
08:52:48.17,3552.848,-1748.862
08:52:51.89,3555.852,-1749.115
08:52:55.99,3558.873,-1748.717
08:53:00.02,3561.908,-1748.839
08:53:03.63,3564.971,-1748.670
08:53:07.88,3568.030,-1749.083
08:53:11.73,3571.108,-1748.768
08:53:15.53,3574.113,-1748.895
08:53:19.81,3577.137,-1749.099
08:53:24.05,3580.189,-1748.532
08:53:28.28,3583.219,-1748.840
08:53:32.32,3586.226,-1748.953
08:53:37.02,3589.252,-1748.945
08:53:40.99,3592.293,-1749.222
08:53:45.56,3595.362,-1749.074
08:53:49.88,3598.377,-1748.901
08:53:54.56,3601.464,-1748.648
08:53:58.84,3604.490,-1749.172
08:54:03.56,3607.496,-1748.920
08:54:08.08,3610.523,-1748.731
08:54:12.81,3613.548,-1748.849
08:54:17.67,3616.567,-1749.005
08:54:22.37,3619.593,-1748.875
08:54:27.17,3622.641,-1748.797
08:54:31.57,3625.684,-1748.990
08:54:35.98,3628.705,-1748.733
08:54:41.92,3631.706,-1749.054
08:54:46.86,3634.716,-1748.914
08:54:51.99,3637.743,-1748.632
08:54:56.98,3640.749,-1748.881
08:55:02.31,3643.791,-1748.955
08:55:08.15,3646.796,-1748.944
08:55:13.37,3649.832,-1748.781
08:55:18.66,3652.850,-1748.980
08:55:24.76,3655.863,-1748.904
08:55:29.81,3658.923,-1748.925
08:55:35.71,3661.982,-1748.977
08:55:41.77,3665.016,-1748.618
08:55:47.73,3668.036,-1748.739
08:55:53.39,3671.051,-1749.096
08:55:59.55,3674.125,-1749.143
08:56:06.13,3677.140,-1748.631
08:56:12.28,3680.165,-1748.876
08:56:18.75,3683.165,-1749.075
08:56:24.46,3686.169,-1749.062
08:56:31.13,3689.186,-1748.835
08:56:37.49,3692.225,-1748.720
08:56:44.72,3695.260,-1749.253
08:56:51.36,3698.318,-1748.778
08:56:58.46,3701.353,-1748.786
08:57:05.38,3704.389,-1748.891
08:57:13.31,3707.390,-1748.807
08:57:20.80,3710.395,-1749.141
08:57:28.54,3713.409,-1749.068
08:57:36.09,3716.433,-1748.837
08:57:44.55,3719.505,-1748.705
08:57:52.70,3722.509,-1748.828
08:58:01.04,3725.531,-1748.980
08:58:10.37,3728.579,-1749.209
08:58:19.10,3731.602,-1748.807
08:58:27.82,3734.660,-1748.809
08:58:39.09,3737.716,-1749.032
08:58:50.03,3740.772,-1749.252
08:59:01.61,3743.779,-1749.231
08:59:12.63,3746.857,-1749.084
08:59:26.71,3749.904,-1749.013
08:59:39.50,3752.907,-1749.052
08:59:56.12,3755.914,-1749.017
09:00:13.10,3758.923,-1748.993
09:00:33.76,3761.977,-1748.823
09:00:54.71,3764.983,-1748.691
09:01:20.89,3767.997,-1748.513
09:01:49.27,3771.038,-1748.578
09:02:19.84,3774.080,-1748.824
09:02:52.12,3777.090,-1748.461
09:03:25.04,3780.095,-1748.902
09:03:55.68,3783.128,-1749.265
09:04:33.54,3786.134,-1748.978
09:05:06.18,3789.140,-1748.674
09:05:41.69,3792.179,-1748.939
09:06:17.34,3795.232,-1748.863
09:06:52.59,3798.233,-1748.909
09:07:30.44,3801.251,-1748.764
09:08:05.60,3804.265,-1749.016
09:08:40.69,3807.294,-1748.661
09:09:16.91,3810.308,-1748.770
09:09:53.92,3813.362,-1749.325
09:10:27.02,3816.372,-1748.798
09:11:03.06,3819.400,-1749.176
09:11:36.48,3822.410,-1749.004
09:12:10.72,3825.417,-1748.750
09:12:42.86,3828.439,-1749.100
09:13:16.57,3831.452,-1749.211
09:13:48.29,3834.464,-1748.935
09:14:22.71,3837.501,-1749.035
09:14:52.67,3840.506,-1748.882
09:15:24.95,3843.522,-1748.770
09:15:56.45,3846.532,-1748.934
09:16:26.37,3849.542,-1748.872
09:16:55.88,3852.563,-1749.038
09:17:27.58,3855.564,-1749.160
09:17:57.68,3858.590,-1749.006
09:18:26.11,3861.621,-1749.296
09:18:58.39,3864.633,-1748.860
09:19:29.88,3867.677,-1749.119
09:20:00.42,3870.744,-1749.145
09:20:32.19,3873.750,-1748.895
09:21:04.98,3876.761,-1748.990
09:21:37.60,3879.789,-1748.793
09:22:10.02,3882.811,-1748.654
09:22:41.85,3885.837,-1748.839
09:23:14.97,3888.892,-1748.983
09:23:52.17,3891.899,-1748.730
09:24:27.78,3894.944,-1748.879
09:25:01.67,3898.013,-1748.578
09:25:36.75,3901.037,-1749.115
09:26:14.30,3904.091,-1748.598
09:26:49.35,3907.111,-1749.170
09:27:25.21,3910.113,-1748.727
09:28:00.29,3913.125,-1748.813
09:28:40.95,3916.146,-1748.971
09:29:18.80,3919.164,-1749.102
09:29:53.71,3922.168,-1748.637
09:30:32.67,3925.170,-1748.922
09:31:13.89,3928.188,-1748.912
09:31:54.07,3931.224,-1748.706
09:32:37.65,3934.229,-1748.798
09:33:21.73,3937.253,-1748.754
09:34:05.33,3940.287,-1748.725
09:34:49.26,3943.350,-1748.584
09:35:33.33,3946.383,-1749.010
09:36:21.83,3949.388,-1748.788
09:37:07.58,3952.407,-1748.940
09:37:53.03,3955.433,-1749.044
09:38:42.78,3958.449,-1749.157
09:39:30.11,3961.454,-1749.267
09:40:18.26,3964.495,-1748.754
09:41:02.68,3967.495,-1748.829
09:41:48.47,3970.504,-1748.808
09:42:34.11,3973.507,-1749.104
09:43:20.15,3976.546,-1748.904
09:44:01.18,3979.557,-1748.657
09:44:42.95,3982.575,-1748.642
09:45:25.44,3985.615,-1748.712
09:46:07.54,3988.615,-1748.685
09:46:45.81,3991.651,-1748.859
09:47:25.51,3994.667,-1748.745
09:48:07.01,3997.725,-1748.671
09:48:47.38,4000.749,-1748.837
09:49:25.13,4003.762,-1749.200
09:50:05.66,4006.777,-1748.952
09:50:44.17,4009.785,-1748.999
09:51:24.33,4012.786,-1749.065
09:52:03.05,4015.793,-1748.720
09:52:41.57,4018.805,-1749.157
09:53:24.09,4021.812,-1749.099
09:54:05.86,4024.828,-1748.958
09:54:44.61,4027.832,-1748.550
09:55:31.48,4030.895,-1748.710
09:56:11.50,4033.942,-1748.881
09:57:01.92,4036.963,-1748.564
09:57:53.48,4039.989,-1748.808
09:58:43.34,4042.994,-1748.631
09:59:40.50,4046.006,-1748.972
10:00:34.66,4049.020,-1748.705
10:01:33.14,4052.043,-1749.176
10:02:33.14,4054.446,-1748.992
10:03:31.62,4057.456,-1748.997
10:04:31.62,4059.864,-1748.802
10:05:31.62,4062.337,-1748.819
10:06:31.62,4064.758,-1748.887
10:07:31.62,4067.342,-1748.879
10:08:31.62,4069.750,-1748.477
10:09:31.62,4072.231,-1749.148
10:10:31.62,4074.480,-1748.767
10:11:31.62,4076.600,-1748.972
10:12:31.62,4079.023,-1749.244
10:13:31.62,4081.246,-1748.941
10:14:31.62,4083.594,-1748.838
10:15:31.62,4085.556,-1749.066
10:16:31.62,4088.109,-1748.491
10:17:31.62,4090.349,-1748.792
10:18:31.62,4093.087,-1749.125
10:19:31.62,4094.947,-1748.978
10:20:31.62,4097.227,-1749.071
10:21:31.62,4099.641,-1749.124
10:22:31.62,4102.125,-1748.766
10:23:31.62,4104.586,-1748.977
10:24:31.62,4107.085,-1748.862
10:25:31.62,4109.573,-1748.765
10:26:30.39,4112.580,-1748.477
10:27:30.39,4114.731,-1748.904
10:28:22.17,4117.740,-1749.053
10:29:22.17,4119.896,-1749.041
10:30:14.93,4122.930,-1748.496
10:31:14.15,4125.937,-1748.633
10:32:12.26,4128.979,-1748.765
10:33:12.26,4131.682,-1748.881
10:34:04.70,4134.709,-1749.210
10:34:58.59,4137.725,-1748.838
10:35:53.79,4140.783,-1749.230
10:36:46.83,4143.786,-1748.537
10:37:34.64,4146.804,-1748.917
10:38:27.28,4149.865,-1748.954
10:39:16.15,4152.933,-1748.462
10:40:04.24,4155.944,-1749.085
10:40:50.43,4158.985,-1748.861
10:41:33.03,4162.066,-1748.670
10:42:20.23,4165.072,-1748.697
10:42:55.66,4168.077,-1748.577
10:43:35.49,4171.141,-1748.750
10:44:10.83,4174.183,-1748.937
10:44:49.90,4177.188,-1748.638
10:45:22.84,4180.205,-1748.929
10:45:56.45,4183.210,-1748.992
10:46:31.66,4186.254,-1748.578
10:47:00.89,4189.286,-1748.951
10:47:33.25,4192.286,-1749.120
10:48:01.17,4195.291,-1748.824
10:48:27.32,4198.303,-1748.876
10:48:34.01,4198.801,-1748.765
10:48:34.02,4198.613,-1716.558
10:48:34.05,4194.086,-1156.348
10:48:34.07,4189.683,-675.805
10:48:34.09,4185.999,-303.338
10:48:34.12,4182.496,-1.534
10:48:34.41,4179.410,3.654
10:48:36.02,4176.360,3.700
10:48:39.30,4173.360,4.077
10:48:44.18,4170.354,3.741
10:48:50.65,4167.324,4.006
10:48:59.79,4164.244,3.882
10:49:13.90,4161.241,3.663
10:49:31.24,4158.232,4.223
10:49:55.75,4155.210,4.128
10:50:29.34,4152.133,4.176
10:51:28.14,4149.111,3.446
10:52:28.14,4147.066,3.824
10:53:28.14,4145.552,4.353
10:54:28.14,4143.876,4.719
10:55:28.14,4142.459,3.776
10:56:28.14,4141.858,3.955
10:57:28.14,4140.665,4.171
10:58:28.14,4140.297,3.807
10:58:34.01,4140.351,4.340
10:58:34.02,4140.338,4.313
10:58:34.06,4137.225,365.791
10:58:34.08,4132.845,847.763
10:58:34.10,4128.550,1276.379
10:58:34.12,4125.275,1573.359
10:58:34.16,4121.867,1810.485
10:58:34.98,4118.852,1749.692
10:58:37.37,4115.781,1749.629
10:58:41.26,4112.776,1750.107
10:58:45.99,4109.760,1749.877
10:58:53.01,4106.729,1750.507
10:59:00.32,4103.721,1750.012
10:59:09.44,4100.645,1749.923
10:59:18.96,4097.614,1749.922
10:59:31.86,4094.583,1750.018
10:59:44.93,4091.576,1750.053
10:59:58.81,4088.558,1749.827
11:00:13.58,4085.556,1749.886
11:00:31.02,4082.552,1749.853
11:00:49.13,4079.522,1749.940
11:01:06.07,4076.505,1750.180
11:01:25.17,4073.500,1750.563
11:01:44.03,4070.485,1749.928
11:02:04.30,4067.483,1750.200
11:02:25.08,4064.462,1750.292
11:02:44.49,4061.452,1749.826
11:03:05.11,4058.435,1749.992
11:03:28.30,4055.391,1750.204
11:03:50.30,4052.387,1750.157
11:04:11.47,4049.374,1750.108
11:04:32.77,4046.359,1750.360
11:04:54.72,4043.344,1749.743
11:05:21.49,4040.270,1750.503
11:05:45.66,4037.264,1750.486
11:06:11.52,4034.263,1750.196
11:06:39.17,4031.244,1750.042
11:07:07.24,4028.230,1750.088
11:07:38.27,4025.161,1749.957
11:08:11.05,4022.161,1749.856
11:08:45.98,4019.149,1750.281
11:09:23.83,4016.113,1750.141
11:09:58.52,4013.113,1749.781
11:10:47.28,4010.088,1750.066
11:11:35.42,4007.067,1749.923
11:12:21.47,4004.053,1749.753
11:13:20.73,4001.006,1750.047
11:14:20.73,3998.441,1750.126
11:15:13.28,3995.437,1750.185
11:16:10.92,3992.377,1749.791
11:17:10.92,3990.324,1749.924
11:18:10.92,3988.086,1750.225
11:19:09.24,3985.073,1750.106
11:20:09.24,3982.938,1749.860
11:21:09.24,3980.541,1750.093
11:22:09.24,3978.468,1749.917
11:23:09.24,3976.122,1750.110
11:24:09.24,3973.979,1749.701
11:25:09.24,3971.313,1750.322
11:26:09.24,3969.428,1750.270
11:27:09.24,3967.306,1749.903
11:28:09.24,3964.593,1749.968
11:29:09.24,3962.754,1750.104
11:30:09.24,3960.370,1749.981
11:31:09.24,3958.293,1750.298
11:32:09.24,3956.139,1750.406
11:33:09.24,3953.722,1750.252
11:34:09.24,3951.196,1750.090
11:35:09.24,3948.994,1749.909
11:36:09.24,3946.203,1749.884
11:37:09.24,3943.715,1750.347
11:38:09.06,3940.697,1750.022
11:39:09.06,3937.773,1750.300
11:40:09.06,3935.266,1750.221
11:41:04.95,3932.240,1750.174
11:41:57.88,3929.228,1749.862
11:42:55.32,3926.205,1750.113
11:43:49.24,3923.174,1750.138
11:44:45.62,3920.172,1750.249
11:45:35.00,3917.101,1749.967
11:46:26.04,3914.093,1749.864
11:47:12.56,3911.091,1749.996
11:48:00.21,3908.043,1749.985
11:48:46.23,3905.012,1750.182
11:49:29.48,3901.981,1749.897
11:50:12.15,3898.970,1749.678
11:50:52.23,3895.962,1750.144
11:51:37.61,3892.958,1750.102
11:52:21.03,3889.949,1750.031
11:52:59.77,3886.948,1750.469
11:53:42.55,3883.928,1750.062
11:54:21.85,3880.926,1750.188
11:55:01.41,3877.917,1749.689
11:55:41.40,3874.896,1750.190
11:56:22.90,3871.888,1750.289
11:57:01.12,3868.863,1750.237
11:57:43.01,3865.860,1749.699
11:58:22.80,3862.825,1750.018
11:59:03.76,3859.824,1749.959
11:59:43.86,3856.778,1750.178
12:00:26.17,3853.723,1750.401
12:01:05.38,3850.723,1750.165
12:01:50.39,3847.691,1750.115
12:02:31.18,3844.683,1750.054
12:03:12.59,3841.681,1750.489
12:03:57.92,3838.631,1750.028
12:04:39.69,3835.624,1749.730
12:05:25.09,3832.623,1750.268
12:06:09.46,3829.559,1749.858
12:06:54.31,3826.525,1750.359
12:07:41.56,3823.484,1749.924
12:08:22.51,3820.474,1750.303
12:09:10.47,3817.465,1750.027
12:09:56.84,3814.463,1749.786
12:10:40.92,3811.428,1749.848
12:11:28.89,3808.365,1750.273
12:12:17.68,3805.326,1749.725
12:13:07.95,3802.307,1749.648
12:13:55.53,3799.271,1749.841
12:14:43.58,3796.225,1750.070
12:15:30.86,3793.207,1750.317
12:16:22.45,3790.164,1750.488
12:17:05.65,3787.143,1750.147
12:17:52.12,3784.081,1749.778
12:18:42.16,3781.065,1750.925
12:19:25.64,3778.045,1749.593
12:20:14.32,3775.044,1749.869
12:20:56.31,3772.031,1750.095
12:21:38.98,3769.029,1749.972
12:22:21.62,3766.029,1750.023
12:22:59.12,3763.008,1749.989
12:23:41.02,3760.006,1749.872
12:24:20.57,3757.000,1750.559
12:24:58.65,3753.953,1750.571
12:25:37.93,3750.950,1750.013
12:26:13.26,3747.943,1749.944
12:26:52.38,3744.930,1750.307
12:27:29.66,3741.897,1748.755
12:28:06.28,3738.880,1749.920
12:28:42.22,3735.836,1749.970
12:29:17.66,3732.831,1749.716
12:29:50.56,3729.814,1749.830
12:30:25.34,3726.800,1750.283
12:30:56.22,3723.787,1749.744
12:31:30.12,3720.752,1749.777
12:32:01.12,3717.738,1749.724
12:32:34.36,3714.699,1749.639
12:33:05.97,3711.613,1750.158
12:33:39.75,3708.610,1749.891
12:34:14.62,3705.610,1750.384
12:34:49.62,3702.594,1750.095
12:35:25.27,3699.565,1749.800
12:36:03.09,3696.550,1749.839
12:36:40.81,3693.531,1750.216
12:37:19.13,3690.509,1750.003
12:37:57.81,3687.499,1749.971
12:38:40.18,3684.494,1749.697
12:39:19.34,3681.456,1750.026
12:39:57.99,3678.425,1750.079
12:40:34.71,3675.420,1749.718
12:41:14.29,3672.390,1749.895
12:41:51.04,3669.387,1750.128
12:42:23.76,3666.386,1749.824
12:42:55.40,3663.378,1750.171
12:43:27.47,3660.373,1749.717
12:43:56.56,3657.353,1750.038
12:44:24.34,3654.333,1749.727
12:44:51.70,3651.297,1749.712
12:45:15.94,3648.285,1749.602
12:45:40.36,3645.232,1749.971
12:46:03.44,3642.212,1749.887
12:46:22.81,3639.209,1750.082
12:46:41.22,3636.204,1750.024
12:46:56.25,3633.204,1749.902
12:47:12.49,3630.157,1750.124
12:47:25.16,3627.141,1750.036
12:47:40.50,3624.085,1750.067
12:47:53.16,3621.079,1750.069
12:48:04.53,3618.060,1750.327
12:48:15.43,3615.031,1750.239
12:48:27.21,3611.974,1750.100
12:48:37.26,3608.946,1749.617
12:48:46.95,3605.945,1749.907
12:48:56.24,3602.893,1750.205
12:49:05.37,3599.874,1749.849
12:49:14.13,3596.826,1750.276
12:49:22.70,3593.813,1749.780
12:49:30.45,3590.796,1750.209
12:49:38.80,3587.772,1749.856
12:49:45.97,3584.768,1750.402
12:49:53.46,3581.729,1749.810
12:50:01.33,3578.673,1750.203
12:50:08.70,3575.570,1750.257
12:50:14.82,3572.559,1749.686
12:50:22.30,3569.526,1749.869
12:50:28.90,3566.491,1750.132
12:50:35.17,3563.454,1750.485
12:50:42.22,3560.416,1750.268
12:50:48.32,3557.371,1749.785
12:50:54.61,3554.361,1749.744
12:51:00.50,3551.303,1750.081
12:51:06.48,3548.286,1750.065
12:51:12.40,3545.270,1749.898
12:51:18.46,3542.247,1749.757
12:51:24.26,3539.243,1749.974
12:51:29.51,3536.210,1750.052
12:51:34.81,3533.192,1750.068
12:51:40.52,3530.127,1750.273
12:51:46.03,3527.112,1750.180
12:51:51.26,3524.082,1750.041
12:51:57.04,3521.068,1750.123
12:52:02.06,3518.030,1750.049
12:52:06.61,3515.027,1750.024
12:52:12.15,3512.016,1750.186
12:52:17.18,3508.957,1750.147
12:52:22.39,3505.935,1750.339
12:52:26.95,3502.913,1750.081
12:52:31.87,3499.907,1750.385
12:52:36.71,3496.887,1750.186
12:52:41.62,3493.823,1750.283
12:52:46.40,3490.797,1749.783
12:52:50.91,3487.778,1749.704
12:52:55.49,3484.764,1749.810
12:52:59.84,3481.732,1749.695
12:53:04.65,3478.713,1749.794
12:53:09.02,3475.706,1749.972
12:53:13.28,3472.666,1750.115
12:53:17.63,3469.643,1750.216
12:53:22.27,3466.641,1750.325
12:53:26.46,3463.631,1750.136
12:53:30.65,3460.579,1749.838
12:53:35.08,3457.547,1749.749
12:53:38.76,3454.491,1750.104
12:53:43.37,3451.435,1749.989
12:53:47.31,3448.430,1750.046
12:53:51.29,3445.396,1749.708
12:53:55.45,3442.386,1750.022
12:53:59.58,3439.372,1749.985
12:54:03.26,3436.331,1750.201
12:54:07.37,3433.329,1750.495
12:54:10.83,3430.325,1750.381
12:54:14.61,3427.325,1749.994
12:54:18.43,3424.310,1750.010
12:54:22.07,3421.256,1750.061
12:54:25.76,3418.252,1750.323
12:54:29.44,3415.212,1750.231
12:54:32.97,3412.207,1749.901
12:54:36.66,3409.159,1750.290
12:54:40.21,3406.111,1750.039
12:54:43.71,3403.107,1749.983
12:54:47.37,3400.098,1750.384
12:54:50.58,3397.044,1749.768
