time [sec],V [mV],I [mA]
8202.89,3197.175741,2.533907
8202.94,3202.736139,-546.272695
8202.95,3205.742836,-791.838169
8202.96,3208.792448,-1025.730848
8202.98,3214.183569,-1407.701969
8203.00,3218.090057,-1651.610732
8203.03,3221.462488,-1805.930734
8203.24,3224.497080,-1746.189713
8203.67,3227.509499,-1748.482466
8204.30,3230.521202,-1748.469234
8205.06,3233.523369,-1748.479366
8205.82,3236.560345,-1748.903751
8206.69,3239.615917,-1748.326778
8207.68,3242.651939,-1748.645067
8208.53,3245.657921,-1748.402119
8209.57,3248.658657,-1748.718858
8210.51,3251.702547,-1748.967886
8211.50,3254.710197,-1748.501778
8212.57,3257.784367,-1748.673558
8213.65,3260.788202,-1748.519421
8214.67,3263.792515,-1748.446941
8215.76,3266.834736,-1748.951197
8216.81,3269.853592,-1748.681784
8218.06,3272.870541,-1748.764157
8219.24,3275.895119,-1748.742580
8220.34,3278.919220,-1748.823643
8221.55,3282.036781,-1748.917580
8222.68,3285.046101,-1748.696089
8224.03,3288.103819,-1748.762965
8225.25,3291.147947,-1748.512745
8226.51,3294.188738,-1748.542428
8227.76,3297.208309,-1748.759985
8229.02,3300.223589,-1748.264194
8230.40,3303.244829,-1748.690844
8231.70,3306.260347,-1748.805404
8233.04,3309.268236,-1748.803139
8234.47,3312.306404,-1749.014139
8235.82,3315.313339,-1748.690963
8237.24,3318.336010,-1748.497248
8238.73,3321.345091,-1748.654366
8240.24,3324.349165,-1748.799562
8241.62,3327.363491,-1748.899817
8243.18,3330.442905,-1748.734713
8244.66,3333.454132,-1749.237776
8246.17,3336.465120,-1748.938322
8247.81,3339.572668,-1748.549461
8249.34,3342.591286,-1748.978853
8251.10,3345.615864,-1748.253703
8252.72,3348.617315,-1749.093175
8254.31,3351.660252,-1748.812914
8255.96,3354.696989,-1748.548627
8257.66,3357.737064,-1748.394012
8259.56,3360.876322,-1748.881578
8261.21,3363.890886,-1749.249339
8262.97,3366.946220,-1749.095917
8264.71,3369.986773,-1748.474479
8266.46,3373.023272,-1748.411179
8268.30,3376.040459,-1748.542666
8270.26,3379.059553,-1748.569369
8272.08,3382.076740,-1748.309374
8273.91,3385.082960,-1748.489857
8275.83,3388.084888,-1748.627901
8277.80,3391.115665,-1748.264194
8279.79,3394.187212,-1748.403192
8281.69,3397.207022,-1748.912215
8283.71,3400.258303,-1748.772502
8285.91,3403.297901,-1748.681664
8287.82,3406.348467,-1748.402119
8290.15,3409.352779,-1748.706341
8292.22,3412.406683,-1748.709798
8294.33,3415.446758,-1748.389244
8296.53,3418.496609,-1748.687744
8298.67,3421.506643,-1748.744965
8301.04,3424.510717,-1749.093294
8303.31,3427.580357,-1748.965740
8305.56,3430.612087,-1748.483062
8307.80,3433.645487,-1748.679638
8310.05,3436.704397,-1748.632908
8312.51,3439.746618,-1748.185515
8314.98,3442.756891,-1748.896956
8317.27,3445.757389,-1748.845935
8319.81,3448.763371,-1748.368859
8322.39,3451.796770,-1748.713374
8324.94,3454.808950,-1748.978496
8327.31,3457.811594,-1748.989344
8330.00,3460.839748,-1748.913884
8332.43,3463.846922,-1748.654723
8335.01,3466.857433,-1748.459220
8337.63,3469.901323,-1748.617530
8340.35,3472.902536,-1748.627424
8343.07,3475.906849,-1748.953104
8345.83,3478.907824,-1748.480558
8348.12,3481.958628,-1748.524785
8351.35,3485.003948,-1748.630881
8354.18,3488.004684,-1748.505116
8356.79,3491.021395,-1748.610377
8359.88,3494.036198,-1748.383641
8362.92,3497.085333,-1748.738050
8365.80,3500.167608,-1748.881817
8368.85,3503.211260,-1748.702407
8371.61,3506.250858,-1748.928070
8374.93,3509.280920,-1748.708487
8378.12,3512.313366,-1748.644829
8381.08,3515.333414,-1748.653650
8384.35,3518.369436,-1748.611927
8387.50,3521.412373,-1748.497725
8390.69,3524.461746,-1749.109745
8394.16,3527.493000,-1749.281526
8397.17,3530.521154,-1748.551369
8400.64,3533.552647,-1748.545170
8404.26,3536.562920,-1748.630524
8407.42,3539.572716,-1748.915672
8410.90,3542.636395,-1748.321176
8414.31,3545.669079,-1748.835802
8418.03,3548.684835,-1748.721361
8421.81,3551.711798,-1748.702884
8425.17,3554.748774,-1748.444557
8428.80,3557.756186,-1748.810530
8432.03,3560.767174,-1748.969078
8436.05,3563.779116,-1748.692274
8439.92,3566.784620,-1748.600841
8443.63,3569.852352,-1748.818517
8447.46,3572.860956,-1748.157382
8451.12,3575.900078,-1748.918056
8455.16,3578.922987,-1748.844504
8459.49,3581.928492,-1748.543620
8463.31,3584.982395,-1748.833179
8467.37,3588.018417,-1748.897672
8471.46,3591.018677,-1749.457955
8475.73,3594.108582,-1748.640299
8479.94,3597.115278,-1749.051332
8484.15,3600.120306,-1748.759985
8488.12,3603.162527,-1748.488784
8492.80,3606.194496,-1748.672724
8497.07,3609.217882,-1748.626351
8501.49,3612.225771,-1748.697877
8506.16,3615.231752,-1748.132110
8510.42,3618.236065,-1748.881578
