time [sec],V [mV],I [mA]
0.0,3159.209,5.649
0.05,3164.478,-547.16
0.07,3169.678,-1027.646
0.09,3174.107,-1409.922
0.11,3177.178,-1653.565
0.17,3180.291,-1820.346
0.7,3183.304,-1749.312
1.24,3186.31,-1749.655
1.99,3189.339,-1749.939
2.79,3192.359,-1749.395
3.68,3195.434,-1749.323
4.57,3198.48,-1749.61
5.67,3201.624,-1749.697
6.65,3204.65,-1750.235
7.74,3207.715,-1749.379
8.82,3210.72,-1749.001
9.83,3213.773,-1749.385
11.05,3216.774,-1749.914
12.12,3219.805,-1748.599
13.34,3222.819,-1750.436
14.55,3225.836,-1749.539
15.7,3228.856,-1750.004
17.02,3231.874,-1749.619
18.09,3234.89,-1749.546
19.55,3237.904,-1749.19
20.9,3240.955,-1749.497
22.25,3243.968,-1748.553
23.48,3246.981,-1749.637
24.9,3249.991,-1749.65
26.22,3253.004,-1749.395
27.62,3256.018,-1749.692
29.14,3259.029,-1749.115
30.47,3262.034,-1749.38
32.14,3265.056,-1749.712
33.66,3268.065,-1749.887
34.94,3271.086,-1749.087
36.64,3274.136,-1750.102
38.24,3277.139,-1749.158
39.86,3280.166,-1749.426
41.38,3283.174,-1749.871
43.02,3286.18,-1749.612
44.76,3289.206,-1749.397
46.47,3292.209,-1749.56
48.01,3295.225,-1749.881
49.75,3298.234,-1749.463
51.56,3301.248,-1749.049
53.18,3304.248,-1748.983
55.0,3307.26,-1749.294
56.95,3310.271,-1749.288
58.82,3313.285,-1748.986
60.49,3316.286,-1749.745
62.52,3319.301,-1749.813
64.42,3322.314,-1749.646
66.15,3325.319,-1749.597
68.33,3328.357,-1749.749
70.31,3331.358,-1749.511
72.16,3334.476,-1749.773
74.31,3337.501,-1749.918
76.46,3340.659,-1749.422
78.57,3343.679,-1749.336
80.72,3346.745,-1749.657
82.97,3349.771,-1749.93
85.21,3352.815,-1749.452
87.44,3355.821,-1749.731
89.69,3358.913,-1749.271
91.97,3361.936,-1748.814
94.29,3364.99,-1749.44
96.29,3368.016,-1749.453
99.11,3371.024,-1749.123
101.37,3374.062,-1749.451
103.53,3377.092,-1750.181
106.19,3380.1,-1750.089
108.45,3383.106,-1749.733
110.96,3386.127,-1749.901
113.5,3389.13,-1749.827
115.62,3392.151,-1749.556
118.51,3395.157,-1749.699
120.9,3398.188,-1749.559
123.65,3401.224,-1749.882
126.31,3404.253,-1750.321
129.05,3407.277,-1749.529
131.62,3410.28,-1750.108
134.8,3413.3,-1749.736
137.42,3416.355,-1750.192
140.46,3419.374,-1749.989
143.14,3422.426,-1749.703
145.83,3425.474,-1750.03
149.0,3428.488,-1749.797
151.8,3431.493,-1749.591
154.81,3434.546,-1749.672
157.67,3437.575,-1749.497
160.54,3440.6,-1749.64
163.88,3443.621,-1749.603
167.17,3446.627,-1749.471
170.08,3449.627,-1749.465
173.5,3452.634,-1749.637
176.34,3455.692,-1749.983
179.76,3458.721,-1749.385
183.27,3461.742,-1749.214
186.22,3464.758,-1749.833
189.81,3467.786,-1749.719
