time [sec],V [mV],I [mA]
6438.69,3194.173813,2.249962
6438.74,3199.790001,-549.741268
6438.76,3205.717087,-1029.188871
6438.78,3210.950613,-1410.522580
6438.80,3214.825869,-1653.722882
6438.83,3218.156576,-1806.994438
6439.03,3221.162081,-1745.320082
6439.47,3224.215031,-1748.232841
6440.11,3227.241516,-1749.149680
6440.94,3230.285645,-1748.552322
6441.70,3233.297825,-1748.471975
6442.61,3236.357212,-1748.898983
6443.54,3239.398956,-1749.003530
6444.41,3242.422104,-1748.661280
6445.41,3245.423079,-1748.523116
6446.45,3248.427868,-1748.693705
6447.44,3251.439810,-1748.844028
6448.42,3254.518032,-1748.722792
6449.58,3257.557154,-1748.885632
6450.70,3260.574579,-1748.776555
6451.78,3263.614416,-1748.945355
6452.80,3266.658545,-1749.165654
6454.03,3269.731998,-1748.973608
6455.18,3272.742748,-1748.710036
6456.30,3275.775433,-1749.097943
6457.49,3278.789759,-1749.256372
6458.56,3281.903744,-1748.692513
6459.99,3284.914732,-1748.848796
6461.31,3287.933350,-1748.910189
6462.57,3290.956020,-1749.189854
6463.82,3293.966770,-1749.186158
6465.08,3296.980858,-1748.914480
6466.55,3299.986124,-1749.267220
6467.76,3303.026199,-1748.701572
6469.12,3306.042433,-1748.474717
6470.53,3309.051752,-1748.681545
6471.94,3312.063217,-1748.304486
6473.35,3315.084219,-1748.742461
6474.79,3318.126917,-1748.984218
6476.24,3321.185589,-1748.638391
6477.83,3324.192524,-1748.611927
6479.35,3327.201605,-1748.286843
6480.94,3330.203772,-1749.114037
6482.53,3333.247423,-1749.518871
6483.92,3336.287022,-1749.050021
6485.67,3339.343786,-1748.332381
6487.22,3342.356205,-1748.344541
6488.92,3345.384359,-1749.111176
6490.39,3348.407030,-1748.683214
6492.20,3351.418018,-1748.889804
6493.91,3354.468822,-1748.562336
6495.74,3357.498646,-1748.519421
6497.39,3360.505581,-1748.623490
6499.22,3363.511562,-1748.750329
6501.09,3366.515160,-1749.115109
6502.94,3369.519234,-1748.644471
6504.55,3372.523785,-1748.909473
6506.36,3375.584841,-1748.663306
6508.41,3378.613472,-1749.085784
6510.26,3381.622314,-1748.507977
6512.25,3384.636641,-1748.528123
6514.14,3387.646675,-1748.874068
6516.03,3390.653133,-1748.644948
6517.97,3393.683672,-1748.953819
6520.08,3396.725893,-1749.238849
6522.28,3399.766684,-1748.970270
6524.36,3402.801275,-1748.420715
6526.40,3405.832291,-1748.978615
6528.56,3408.835411,-1749.081850
6530.46,3411.854506,-1748.868704
6532.87,3414.883852,-1748.843193
6535.13,3417.900801,-1748.749137
6537.42,3420.912027,-1748.418093
6539.72,3423.932076,-1748.722315
6541.99,3426.932335,-1748.422503
6544.23,3429.959059,-1748.943567
6546.51,3432.967663,-1749.056339
6548.91,3436.064482,-1748.967052
6551.50,3439.204931,-1749.411464
6553.72,3442.216635,-1748.956203
6556.22,3445.262909,-1748.497963
6558.65,3448.318958,-1748.762727
6561.27,3451.331377,-1748.863578
6564.00,3454.356194,-1748.719096
6566.39,3457.420349,-1748.692513
6569.11,3460.435629,-1748.814225
6571.78,3463.457823,-1748.198748
6574.37,3466.467619,-1748.802423
6576.99,3469.519377,-1748.769164
6579.74,3472.546101,-1748.617768
6582.61,3475.562811,-1748.216867
6585.26,3478.575706,-1748.852253
6588.02,3481.590748,-1749.118328
6591.02,3484.596968,-1748.766303
6593.86,3487.623453,-1748.965740
6596.62,3490.633965,-1748.626947
6599.66,3493.679762,-1748.793840
6602.69,3496.695995,-1748.667836
6605.88,3499.784946,-1748.671293
6608.58,3502.813101,-1749.542475
6611.88,3505.850315,-1748.856544
6614.96,3508.857727,-1749.275446
6617.98,3511.908054,-1749.021530
